date,waterYear,waterMonth,waterWeek,day,flowRiver,flowRiverPercentile,ewrFlowBandNumber,ewrFlowBand,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,energy
1993-01-01,1992,4,14,1,152.3,0.89,5,Dry,29,5,4,2,33,73,0.48,79.3,0.52,79.3,0,0,0,0,-2,2,29,5,4,0,35,117,990,964.5,25.5,0.0769,0.00249,0.0000976,0.0794,0.00311,1,0.0496,0.129,0.00506,25.4,0.935,0.96,0.897,18.4,17.7,17.7,425
1993-01-02,1992,4,14,2,154.77,0.89,5,Dry,29,5,4,2,33,73,0.47,81.77,0.53,81.77,0,0,0,0,-2,2,29,5,4,0,35,120,990,964.5,25.5,0.0778,0.0027,0.000106,0.0805,0.00316,1,0.0529,0.133,0.00523,25.4,0.932,0.961,0.895,19,18.2,18.2,437
1993-01-03,1992,4,14,3,157.23,0.88,5,Dry,29,5,4,2,33,73,0.46,84.23,0.54,84.23,0,0,0,0,-2,2,29,5,4,0,35,122,990,964.5,25.5,0.0787,0.00291,0.000114,0.0816,0.0032,1,0.0562,0.138,0.0054,25.4,0.929,0.962,0.894,19.5,18.7,18.7,450
1993-01-04,1992,4,14,4,160.78,0.87,5,Dry,29,5,4,2,33,73,0.45,87.78,0.55,87.78,0,0,0,0,-2,2,29,5,4,0,35,126,990,964.5,25.5,0.0799,0.00321,0.000126,0.0831,0.00326,1,0.061,0.144,0.00565,25.4,0.925,0.963,0.891,20.2,19.5,19.5,467
1993-01-05,1992,4,14,5,164.88,0.86,5,Dry,29,5,4,2,33,73,0.44,91.88,0.56,91.88,0,0,0,0,-2,2,29,5,4,0,35,130,990,964.5,25.5,0.0814,0.00356,0.000139,0.0849,0.00333,1,0.0665,0.151,0.00593,25.4,0.92,0.965,0.888,21,20.3,20.3,487
1993-01-06,1992,4,14,6,168.98,0.84,5,Dry,29,5,4,2,33,73,0.43,95.98,0.57,95.98,0,0,0,0,-2,2,29,5,4,0,35,134,990,964.5,25.5,0.0828,0.00391,0.000153,0.0867,0.0034,1,0.0721,0.159,0.00622,25.4,0.915,0.967,0.885,21.9,21.1,21.1,507
1993-01-07,1992,4,15,7,170.9,0.84,5,Dry,29,5,4,2,33,73,0.43,97.9,0.57,97.9,0,0,0,0,-2,2,29,5,4,0,35,136,990,964.5,25.5,0.0835,0.00407,0.000159,0.0876,0.00343,1,0.0747,0.162,0.00635,25.4,0.913,0.968,0.884,22.2,21.5,21.5,517
1993-01-08,1992,4,15,8,171.17,0.84,5,Dry,29,5,4,2,33,73,0.43,98.17,0.57,98.17,0,0,0,0,-2,2,29,5,4,0,35,136,990,964.5,25.5,0.0836,0.00409,0.00016,0.0877,0.00343,1,0.075,0.163,0.00637,25.4,0.913,0.968,0.884,22.3,21.6,21.6,518
1993-01-09,1992,4,15,9,174.73,0.82,5,Dry,29,5,4,2,33,73,0.42,101.7,0.58,101.7,0,0,0,0,-2,2,29,5,4,0,35,140,990,964.5,25.5,0.0848,0.0044,0.000172,0.0892,0.00349,1,0.0798,0.169,0.00662,25.4,0.912,0.97,0.884,23.1,22.4,22.4,537
1993-01-10,1992,4,15,10,177.19,0.81,5,Dry,29,5,4,2,33,73,0.41,104.2,0.59,104.2,0,0,0,0,-2,2,29,5,4,0,35,142,990,964.4,25.6,0.0857,0.00461,0.00018,0.0903,0.00353,1,0.0832,0.173,0.00679,25.4,0.914,0.97,0.886,23.7,23,23,552
1993-01-11,1992,4,15,11,179.1,0.81,5,Dry,29,5,4,2,33,73,0.41,106.1,0.59,106.1,0,0,0,0,-2,2,29,5,4,0,35,144,990,964.4,25.6,0.0864,0.00477,0.000187,0.0912,0.00357,1,0.0857,0.177,0.00692,25.4,0.915,0.97,0.887,24.2,23.4,23.4,563
1993-01-12,1992,4,15,12,179.92,0.81,5,Dry,29,5,4,2,33,73,0.41,106.9,0.59,106.9,0,0,0,0,-2,2,29,5,4,0,35,145,990,964.4,25.6,0.0867,0.00484,0.000189,0.0915,0.00358,1,0.0868,0.178,0.00698,25.4,0.916,0.97,0.888,24.4,23.6,23.6,567
1993-01-13,1992,4,15,13,182.93,0.79,5,Dry,29,5,4,2,33,73,0.4,109.9,0.6,109.9,0,0,0,0,-2,2,29,5,4,0,35,148,990,964.4,25.6,0.0877,0.00509,0.000199,0.0928,0.00363,1,0.0909,0.184,0.00719,25.4,0.918,0.97,0.89,25.1,24.4,24.4,585
1993-01-14,1992,4,16,14,187.58,0.78,5,Dry,29,5,4,2,33,73,0.39,114.6,0.61,114.6,0,0,0,0,-2,2,29,5,4,0,35,153,990,964.4,25.6,0.0894,0.00549,0.000215,0.0949,0.00371,1,0.0972,0.192,0.00751,25.4,0.921,0.97,0.893,26.3,25.5,25.5,612
1993-01-15,1992,4,16,15,188.95,0.77,5,Dry,29,5,4,2,33,73,0.39,116,0.61,116,0,0,0,0,-2,2,29,5,4,0,35,154,990,964.4,25.6,0.0899,0.00561,0.000219,0.0955,0.00373,1,0.099,0.195,0.0076,25.4,0.922,0.97,0.894,26.6,25.8,25.8,620
1993-01-16,1992,4,16,16,190.86,0.77,5,Dry,29,5,4,2,33,73,0.38,117.9,0.62,117.9,0,0,0,0,-2,2,29,5,4,0,35,156,990,964.4,25.6,0.0905,0.00577,0.000225,0.0963,0.00376,1,0.102,0.198,0.00774,25.4,0.923,0.97,0.896,27.1,26.3,26.3,631
1993-01-17,1992,4,16,17,193.32,0.76,5,Dry,29,5,4,2,33,73,0.38,120.3,0.62,120.3,0,0,0,0,-2,2,29,5,4,0,35,158,990,964.4,25.6,0.0914,0.00598,0.000234,0.0974,0.00381,1,0.105,0.202,0.00791,25.4,0.925,0.97,0.897,27.7,26.9,26.9,645
1993-01-18,1992,4,16,18,194.69,0.76,5,Dry,29,5,4,2,33,73,0.38,121.7,0.63,121.7,0,0,0,0,-2,2,29,5,4,0,35,160,990,964.4,25.6,0.0919,0.00609,0.000238,0.098,0.00383,1,0.107,0.205,0.008,25.4,0.926,0.97,0.898,28.1,27.2,27.2,653
1993-01-19,1992,4,16,19,199.88,0.74,5,Dry,29,5,4,2,33,73,0.36,126.9,0.64,126.9,0,0,0,0,-2,2,29,5,4,0,35,165,990,964.4,25.6,0.0937,0.00653,0.000255,0.1,0.00392,1,0.114,0.214,0.00836,25.4,0.929,0.97,0.901,29.4,28.5,28.5,683
1993-01-20,1992,4,16,20,206.72,0.72,5,Dry,29,5,4,2,33,73,0.35,133.7,0.65,133.7,0,0,0,0,-2,2,29,5,4,0,35,172,990,964.4,25.6,0.0961,0.00712,0.000278,0.103,0.00404,1,0.123,0.226,0.00885,25.3,0.932,0.97,0.904,31,30,30,721
1993-01-21,1992,4,17,21,213.01,0.7,5,Dry,29,5,4,2,33,73,0.34,140,0.66,140,0,0,0,0,-2,2,29,5,4,0,35,178,990,964.5,25.5,0.0984,0.00765,0.0003,0.106,0.00415,1,0.132,0.238,0.00931,25.3,0.935,0.97,0.907,32.4,31.5,31.5,755
1993-01-22,1992,4,17,22,216.56,0.69,5,Dry,29,5,4,2,33,73,0.34,143.6,0.66,143.6,0,0,0,0,-2,2,29,5,4,0,35,182,990,964.5,25.5,0.0996,0.00795,0.000312,0.108,0.00422,1,0.136,0.244,0.00956,25.3,0.936,0.97,0.908,33.3,32.3,32.3,775
1993-01-23,1992,4,17,23,221.21,0.68,5,Dry,29,5,4,2,33,73,0.33,148.2,0.67,148.2,0,0,0,0,-2,2,29,5,4,0,35,186,990,964.5,25.5,0.101,0.00835,0.000328,0.11,0.0043,1,0.143,0.252,0.0099,25.2,0.938,0.97,0.91,34.4,33.4,33.4,800
1993-01-24,1992,4,17,24,229.69,0.65,5,Dry,29,5,4,2,33,73,0.32,156.7,0.68,156.7,0,0,0,0,-2,2,29,5,4,0,35,195,990,964.6,25.4,0.104,0.00907,0.000357,0.113,0.00446,1,0.154,0.267,0.0105,25.2,0.941,0.97,0.913,36.4,35.3,35.3,847
1993-01-25,1992,4,17,25,236.52,0.64,5,Dry,29,5,4,2,33,73,0.31,163.5,0.69,163.5,0,0,0,0,-2,2,29,5,4,0,35,202,990,964.6,25.4,0.107,0.00965,0.00038,0.116,0.00458,1,0.163,0.28,0.011,25.1,0.943,0.972,0.916,38,36.9,36.9,885
1993-01-26,1992,4,17,26,243.91,0.62,5,Dry,29,5,4,2,33,73,0.3,170.9,0.7,170.9,0,0,0,0,-2,2,29,5,4,0,35,209,990,964.7,25.3,0.109,0.0103,0.000406,0.12,0.00472,1,0.173,0.293,0.0116,25,0.945,0.975,0.922,39.7,38.7,38.7,929
1993-01-27,1992,4,17,27,250.74,0.6,5,Dry,29,5,4,2,33,73,0.29,177.7,0.71,177.7,0,0,0,0,-2,2,29,5,4,0,35,216,990,964.7,25.3,0.112,0.0109,0.000429,0.123,0.00484,1,0.182,0.305,0.0121,25,0.948,0.979,0.928,41.3,40.4,40.4,970
1993-01-28,1992,4,18,28,255.39,0.59,5,Dry,29,5,4,2,33,73,0.29,182.4,0.71,182.4,0,0,0,0,-2,2,29,5,4,0,35,220,990,964.7,25.3,0.113,0.0113,0.000445,0.125,0.00493,1,0.189,0.313,0.0124,25,0.949,0.98,0.93,42.4,41.5,41.5,997
1993-01-29,1992,4,18,29,260.59,0.59,5,Dry,29,5,4,2,33,73,0.28,187.6,0.72,187.6,0,0,0,0,-2,2,29,5,4,0,35,226,990,964.7,25.3,0.115,0.0117,0.000463,0.127,0.00502,1,0.196,0.323,0.0128,24.9,0.951,0.98,0.932,43.6,42.7,42.7,1030
1993-01-30,1992,4,18,30,265.23,0.58,5,Dry,29,5,4,2,33,73,0.28,192.2,0.72,192.2,0,0,0,0,-2,2,29,5,4,0,35,230,990,964.8,25.2,0.117,0.0121,0.000479,0.129,0.00511,1,0.202,0.331,0.0131,24.9,0.952,0.98,0.933,44.7,43.8,43.8,1050
1993-01-31,1992,4,18,31,269.88,0.57,5,Dry,29,5,4,2,33,73,0.27,196.9,0.73,196.9,0,0,0,0,-2,2,29,5,4,0,35,235,990,964.8,25.2,0.118,0.0125,0.000495,0.131,0.00519,1,0.208,0.339,0.0134,24.9,0.954,0.98,0.935,45.8,44.9,44.9,1080
1993-02-01,1992,5,18,32,276.17,0.56,5,Dry,31,6,4,3,41,85,0.31,191.2,0.69,191.2,0,0,0,0,-3,3,31,6,4,0,44,232,990,964.8,25.2,0.117,0.012,0.000476,0.129,0.00514,1,0.201,0.33,0.0131,24.9,0.952,0.98,0.933,44.4,43.5,43.5,1040
1993-02-02,1992,5,18,33,283.55,0.55,5,Dry,31,6,4,3,41,85,0.3,198.6,0.7,198.6,0,0,0,0,-3,3,31,6,4,0,44,240,990,964.8,25.2,0.12,0.0126,0.000502,0.133,0.00527,1,0.211,0.343,0.0136,24.8,0.954,0.98,0.935,46.1,45.2,45.2,1080
1993-02-03,1992,5,18,34,290.39,0.54,5,Dry,31,6,4,3,41,85,0.29,205.4,0.71,205.4,0,0,0,0,-3,3,31,6,4,0,44,246,990,964.9,25.1,0.122,0.0132,0.000525,0.136,0.0054,1,0.22,0.355,0.0141,24.8,0.956,0.98,0.937,47.7,46.8,46.8,1120
1993-02-04,1992,5,19,35,297.23,0.53,5,Dry,31,6,4,3,41,85,0.29,212.2,0.71,212.2,0,0,0,0,-3,3,31,6,4,0,44,253,990,964.9,25.1,0.125,0.0138,0.000549,0.139,0.00552,1,0.229,0.368,0.0146,24.7,0.957,0.98,0.938,49.3,48.2,48.2,1160
