date,waterYear,waterMonth,waterWeek,day,flowRiver,flowRiverPercentile,ewrFlowBandNumber,ewrFlowBand,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,energy
1993-01-01,1992,4,14,1,133.64,0.89,5,Dry,29,5,4,2,33,73,0.55,60.64,0.45,60.64,0,0,0,0,-2,2,29,5,4,0,35,98.6,990,964.5,25.5,0.0708,0.000904,0.0000355,0.0717,0.00281,1,0.0244,0.0961,0.00377,25.4,0,0,0,0,0,0,0
1993-01-02,1992,4,14,2,135.55,0.89,5,Dry,29,5,4,2,33,73,0.54,62.55,0.46,62.55,0,0,0,0,-2,2,29,5,4,0,35,101,990,964.5,25.5,0.071,0.00107,0.0000418,0.0721,0.00283,1,0.0269,0.099,0.00388,25.4,0,0,0,0,0,0,0
1993-01-03,1992,4,14,3,137.46,0.88,5,Dry,29,5,4,2,33,73,0.53,64.46,0.47,64.46,0,0,0,0,-2,2,29,5,4,0,35,102,990,964.5,25.5,0.0717,0.00123,0.0000482,0.0729,0.00286,1,0.0295,0.102,0.00402,25.4,0.882,0.96,0.847,14.2,13.6,13.6,326
1993-01-04,1992,4,14,4,141.56,0.87,5,Dry,29,5,4,2,33,73,0.52,68.56,0.48,68.56,0,0,0,0,-2,2,29,5,4,0,35,107,990,964.5,25.5,0.0731,0.00158,0.0000619,0.0747,0.00293,1,0.0351,0.11,0.0043,25.4,0.905,0.96,0.869,15.5,14.8,14.8,356
1993-01-05,1992,4,14,5,145.67,0.86,5,Dry,29,5,4,2,33,73,0.5,72.67,0.5,72.67,0,0,0,0,-2,2,29,5,4,0,35,111,990,964.5,25.5,0.0746,0.00193,0.0000756,0.0765,0.003,1,0.0406,0.117,0.00459,25.4,0.928,0.96,0.89,16.8,16.1,16.1,387
1993-01-06,1992,4,14,6,149.22,0.85,5,Dry,29,5,4,2,33,73,0.49,76.22,0.51,76.22,0,0,0,0,-2,2,29,5,4,0,35,114,990,964.5,25.5,0.0758,0.00223,0.0000874,0.0781,0.00306,1,0.0454,0.123,0.00484,25.4,0.938,0.96,0.901,17.8,17.1,17.1,410
1993-01-07,1992,4,15,7,149.49,0.85,5,Dry,29,5,4,2,33,73,0.49,76.49,0.51,76.49,0,0,0,0,-2,2,29,5,4,0,35,114,990,964.5,25.5,0.0759,0.00225,0.0000883,0.0782,0.00307,1,0.0458,0.124,0.00486,25.4,0.938,0.96,0.901,17.9,17.1,17.1,411
1993-01-08,1992,4,15,8,149.22,0.85,5,Dry,29,5,4,2,33,73,0.49,76.22,0.51,76.22,0,0,0,0,-2,2,29,5,4,0,35,114,990,964.5,25.5,0.0758,0.00223,0.0000874,0.0781,0.00306,1,0.0454,0.123,0.00484,25.4,0.938,0.96,0.901,17.8,17.1,17.1,410
1993-01-09,1992,4,15,9,151.68,0.84,5,Dry,29,5,4,2,33,73,0.48,78.68,0.52,78.68,0,0,0,0,-2,2,29,5,4,0,35,117,990,964.5,25.5,0.0767,0.00244,0.0000956,0.0791,0.0031,1,0.0487,0.128,0.00501,25.4,0.935,0.96,0.898,18.3,17.6,17.6,422
1993-01-10,1992,4,15,10,153.05,0.84,5,Dry,29,5,4,2,33,73,0.48,80.05,0.52,80.05,0,0,0,0,-2,2,29,5,4,0,35,118,990,964.5,25.5,0.0772,0.00255,0.0001,0.0797,0.00313,1,0.0506,0.13,0.00511,25.4,0.934,0.96,0.897,18.6,17.9,17.9,429
