date,waterYear,waterMonth,energy
1993-01-01,1992,4,426.6976201330792
1993-01-02,1992,4,438.9856903206951
1993-01-03,1992,4,451.287836009044
1993-01-04,1992,4,474.36673695631134
1993-01-05,1992,4,497.20951744460615
1993-01-06,1992,4,519.8078445768986
1993-01-07,1992,4,526.4180089118923
1993-01-08,1992,4,531.1916476272719
1993-01-09,1992,4,555.114503388962
1993-01-10,1992,4,575.522566248189
1993-01-11,1992,4,589.7268922529822
1993-01-12,1992,4,597.6595938548363
1993-01-13,1992,4,611.9435347445806
1993-01-14,1992,4,642.3057242505295
1993-01-15,1992,4,659.9265415605719
1993-01-16,1992,4,667.9987570260535
1993-01-17,1992,4,685.2175249765244
1993-01-18,1992,4,701.7067093501801
1993-01-19,1992,4,727.2104927420946
1993-01-20,1992,4,773.7625840048711
1993-01-21,1992,4,814.3665946864476
1993-01-22,1992,4,839.6296159996498
1993-01-23,1992,4,871.2686548748
1993-01-24,1992,4,921.3118729008224
1993-01-25,1992,4,971.9156990412177
1993-01-26,1992,4,1020.1111908752864
1993-01-27,1992,4,1058.219422427614
1993-01-28,1992,4,1093.27653862759
1993-01-29,1992,4,1127.5058218476909
1993-01-30,1992,4,1156.8000000000002
1993-01-31,1992,4,1156.8000000000002
1993-02-01,1992,5,1156.8000000000002
1993-02-02,1992,5,1156.8000000000002
1993-02-03,1992,5,1194.1849847858455
1993-02-04,1992,5,1236.488733850585
1993-02-05,1992,5,1287.6773198361157
1993-02-06,1992,5,1340.8042385741958
1993-02-07,1992,5,1407.4783962273596
1993-02-08,1992,5,1471.299019170992
1993-02-09,1992,5,1543.5084505230657
1993-02-10,1992,5,1614.7186598255062
1993-02-11,1992,5,1679.9290075198153
1993-02-12,1992,5,1758.2784133908697
1993-02-13,1992,5,1858.98747838657
1993-02-14,1992,5,1956.2668934787375
1993-02-15,1992,5,2054.5224156969953
1993-02-16,1992,5,2154.6635332124506
1993-02-17,1992,5,2258.192918854767
1993-02-18,1992,5,2313.6000000000004
1993-02-19,1992,5,2313.6000000000004
1993-02-20,1992,5,2505.20229234363
1993-02-21,1992,5,2594.8831557228186
1993-02-22,1992,5,2688.66334200211
1993-02-23,1992,5,2792.5561553069724
1993-02-24,1992,5,2898.7240343814055
1993-02-25,1992,5,2999.8638330855574
1993-02-26,1992,5,3093.458087170814
1993-02-27,1992,5,3190.5391160954905
1993-02-28,1992,5,3284.1211684750447
1993-03-01,1992,6,3256.175310735076
1993-03-02,1992,6,3300.9563879369107
1993-03-03,1992,6,3354.1703766036126
1993-03-04,1992,6,3413.42747658115
1993-03-05,1992,6,3462.464583151536
1993-03-06,1992,6,3470.4000000000005
1993-03-07,1992,6,3470.4000000000005
1993-03-08,1992,6,3470.4000000000005
1993-03-09,1992,6,3470.4000000000005
1993-03-10,1992,6,3676.1729459710095
1993-03-11,1992,6,3470.4000000000005
1993-03-12,1992,6,3470.4000000000005
1993-03-13,1992,6,3705.209434070204
1993-03-14,1992,6,3753.090990850146
1993-03-15,1992,6,3819.4722648106804
1993-03-16,1992,6,3905.9564033175193
1993-03-17,1992,6,3988.7380821366005
1993-03-18,1992,6,4052.5041334395128
1993-03-19,1992,6,4118.436340632896
1993-03-20,1992,6,4202.153164020161
1993-03-21,1992,6,4285.816043102019
1993-03-22,1992,6,4388.447455556841
1993-03-23,1992,6,4488.232165538565
1993-03-24,1992,6,4573.77652887496
1993-03-25,1992,6,4627.200000000001
1993-03-26,1992,6,4627.200000000001
1993-03-27,1992,6,4627.200000000001
1993-03-28,1992,6,4627.200000000001
1993-03-29,1992,6,4627.200000000001
1993-03-30,1992,6,4627.200000000001
1993-03-31,1992,6,4627.200000000001
1993-04-01,1992,7,4627.200000000001
1993-04-02,1992,7,4627.200000000001
1993-04-03,1992,7,4627.200000000001
1993-04-04,1992,7,4627.200000000001
1993-04-05,1992,7,4627.200000000001
1993-04-06,1992,7,4627.200000000001
1993-04-07,1992,7,4627.200000000001
1993-04-08,1992,7,4627.200000000001
1993-04-09,1992,7,4627.200000000001
1993-04-10,1992,7,4627.200000000001
1993-04-11,1992,7,4627.200000000001
1993-04-12,1992,7,4627.200000000001
1993-04-13,1992,7,4616.846331403259
1993-04-14,1992,7,4608.339734743901
1993-04-15,1992,7,4599.797506443405
1993-04-16,1992,7,4596.944240673643
1993-04-17,1992,7,4594.091135292724
1993-04-18,1992,7,4591.244160519489
1993-04-19,1992,7,4594.091135292724
1993-04-20,1992,7,4596.944240673643
1993-04-21,1992,7,4605.4952539984315
1993-04-22,1992,7,4614.010640870856
1993-04-23,1992,7,4627.200000000001
1993-04-24,1992,7,4627.200000000001
1993-04-25,1992,7,4627.200000000001
1993-04-26,1992,7,4627.200000000001
1993-04-27,1992,7,4627.200000000001
1993-04-28,1992,7,4627.200000000001
1993-04-29,1992,7,4627.200000000001
1993-04-30,1992,7,4619.002619094129
1993-05-01,1992,8,4405.69301640362
1993-05-02,1992,8,4341.155931391823
1993-05-03,1992,8,4255.461345166903
1993-05-04,1992,8,4188.4476358538595
1993-05-05,1992,8,4121.474279318252
1993-05-06,1992,8,4053.6959096426663
1993-05-07,1992,8,3985.4855651994512
1993-05-08,1992,8,3915.6565815372455
1993-05-09,1992,8,3841.8393605717083
1993-05-10,1992,8,3768.5768143351847
1993-05-11,1992,8,3915.76520986588
1993-05-12,1992,8,3847.22848856598
1993-05-13,1992,8,3779.334680311727
1993-05-14,1992,8,3711.6171576605793
1993-05-15,1992,8,3470.4000000000005
1993-05-16,1992,8,3470.4000000000005
1993-05-17,1992,8,3470.4000000000005
1993-05-18,1992,8,3470.4000000000005
1993-05-19,1992,8,3439.385878639947
1993-05-20,1992,8,3384.0825440827252
1993-05-21,1992,8,3330.3813222974595
1993-05-22,1992,8,3278.519745090938
1993-05-23,1992,8,3241.714312383664
1993-05-24,1992,8,3205.9718924570307
1993-05-25,1992,8,3171.762316573828
1993-05-26,1992,8,3127.0175400361904
1993-05-27,1992,8,3097.9637439029216
1993-05-28,1992,8,3072.4376239075445
1993-05-29,1992,8,3040.1524870618823
1993-05-30,1992,8,2987.6792057072053
1993-05-31,1992,8,2932.611476809704
1993-06-01,1992,9,3022.494396193199
1993-06-02,1992,9,2971.794512160552
1993-06-03,1992,9,2924.507611422529
1993-06-04,1992,9,2872.7451055580823
1993-06-05,1992,9,2820.818552739916
1993-06-06,1992,9,2771.4656818142716
1993-06-07,1992,9,2722.0651562926114
1993-06-08,1992,9,2677.8632797858127
1993-06-09,1992,9,2630.940150168463
1993-06-10,1992,9,2584.685943728057
1993-06-11,1992,9,2540.508637653923
1993-06-12,1992,9,2498.696078259897
1993-06-13,1992,9,2461.699295676932
1993-06-14,1992,9,2313.6000000000004
1993-06-15,1992,9,2313.6000000000004
1993-06-16,1992,9,2313.6000000000004
1993-06-17,1992,9,2313.6000000000004
1993-06-18,1992,9,2313.6000000000004
1993-06-19,1992,9,2291.495368203404
1993-06-20,1992,9,2256.6491122186653
1993-06-21,1992,9,2002.685837503756
1993-06-22,1992,9,1966.2468065266917
1993-06-23,1992,9,1926.5872611780665
1993-06-24,1992,9,1889.9491038408032
1993-06-25,1992,9,1853.2749574226605
1993-06-26,1992,9,1822.5138869509958
1993-06-27,1992,9,1788.7317198043415
1993-06-28,1992,9,1754.8008501828322
1993-06-29,1992,9,1721.7606408913343
1993-06-30,1992,9,1690.4337872701112
1993-07-01,1992,10,1802.92957595405
1993-07-02,1992,10,1771.7687960816152
1993-07-03,1992,10,1740.6493672503882
1993-07-04,1992,10,1716.7215666313937
1993-07-05,1992,10,1690.7248372605313
1993-07-06,1992,10,1664.6504918146177
1993-07-07,1992,10,1638.548718816813
1993-07-08,1992,10,1612.4156725733085
1993-07-09,1992,10,1586.187321667645
1993-07-10,1992,10,1559.9825726685558
