date,waterYear,waterMonth,waterWeek,day,flowRiver,flowRiverPercentile,ewrFlowBandNumber,ewrFlowBand,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,energy
1993-01-01,1992,4,14,1,174.77,0.91,5,Dry,29,5,4,2,33,73,0.42,101.8,0.58,101.8,0,0,0,0,-2,2,29,5,4,0,35,140,990,964.5,25.5,0.0849,0.0044,0.000172,0.0893,0.00349,1,0.0799,0.169,0.00662,25.4,0.912,0.97,0.884,23.1,22.4,22.4,538
1993-01-02,1992,4,14,2,177.78,0.9,5,Dry,29,5,4,2,33,73,0.41,104.8,0.59,104.8,0,0,0,0,-2,2,29,5,4,0,35,143,990,964.4,25.6,0.0859,0.00466,0.000182,0.0906,0.00354,1,0.084,0.175,0.00683,25.4,0.914,0.97,0.887,23.8,23.1,23.1,555
1993-01-03,1992,4,14,3,180.78,0.89,5,Dry,29,5,4,2,33,73,0.4,107.8,0.6,107.8,0,0,0,0,-2,2,29,5,4,0,35,146,990,964.4,25.6,0.087,0.00491,0.000192,0.0919,0.00359,1,0.088,0.18,0.00704,25.4,0.916,0.97,0.889,24.6,23.8,23.8,572
1993-01-04,1992,4,14,4,185.98,0.88,5,Dry,29,5,4,2,33,73,0.39,113,0.61,113,0,0,0,0,-2,2,29,5,4,0,35,151,990,964.4,25.6,0.0888,0.00535,0.000209,0.0942,0.00368,1,0.095,0.189,0.0074,25.4,0.92,0.97,0.892,25.9,25.1,25.1,602
1993-01-05,1992,4,14,5,190.63,0.87,5,Dry,29,5,4,2,33,73,0.38,117.6,0.62,117.6,0,0,0,0,-2,2,29,5,4,0,35,156,990,964.4,25.6,0.0905,0.00575,0.000225,0.0962,0.00376,1,0.101,0.198,0.00772,25.4,0.923,0.97,0.895,27,26.2,26.2,629
1993-01-06,1992,4,14,6,195.28,0.85,5,Dry,29,5,4,2,33,73,0.37,122.3,0.63,122.3,0,0,0,0,-2,2,29,5,4,0,35,160,990,964.4,25.6,0.0921,0.00614,0.00024,0.0982,0.00384,1,0.108,0.206,0.00804,25.4,0.926,0.97,0.899,28.2,27.4,27.4,657
1993-01-07,1992,4,15,7,196.64,0.85,5,Dry,29,5,4,2,33,73,0.37,123.6,0.63,123.6,0,0,0,0,-2,2,29,5,4,0,35,162,990,964.4,25.6,0.0926,0.00626,0.000245,0.0988,0.00386,1,0.109,0.208,0.00814,25.4,0.927,0.97,0.9,28.5,27.7,27.7,665
1993-01-08,1992,4,15,8,198.56,0.84,5,Dry,29,5,4,2,33,73,0.37,125.6,0.63,125.6,0,0,0,0,-2,2,29,5,4,0,35,164,990,964.4,25.6,0.0933,0.00642,0.000251,0.0997,0.00389,1,0.112,0.212,0.00827,25.4,0.929,0.97,0.901,29,28.2,28.2,676
1993-01-09,1992,4,15,9,202.11,0.83,5,Dry,29,5,4,2,33,73,0.36,129.1,0.64,129.1,0,0,0,0,-2,2,29,5,4,0,35,167,990,964.4,25.6,0.0945,0.00672,0.000263,0.101,0.00396,1,0.117,0.218,0.00852,25.4,0.93,0.97,0.902,29.9,29,29,696
1993-01-10,1992,4,15,10,206.21,0.82,5,Dry,29,5,4,2,33,73,0.35,133.2,0.65,133.2,0,0,0,0,-2,2,29,5,4,0,35,171,990,964.4,25.6,0.096,0.00707,0.000277,0.103,0.00403,1,0.122,0.225,0.00882,25.3,0.932,0.97,0.904,30.8,29.9,29.9,718
1993-01-11,1992,4,15,11,210.31,0.81,5,Dry,29,5,4,2,33,73,0.35,137.3,0.65,137.3,0,0,0,0,-2,2,29,5,4,0,35,175,990,964.5,25.5,0.0974,0.00742,0.000291,0.105,0.0041,1,0.128,0.233,0.00911,25.3,0.933,0.97,0.905,31.8,30.9,30.9,740
1993-01-12,1992,4,15,12,212.78,0.8,5,Dry,29,5,4,2,33,73,0.34,139.8,0.66,139.8,0,0,0,0,-2,2,29,5,4,0,35,178,990,964.5,25.5,0.0983,0.00763,0.000299,0.106,0.00415,1,0.131,0.237,0.00929,25.3,0.934,0.97,0.906,32.4,31.4,31.4,754
1993-01-13,1992,4,15,13,216.33,0.79,5,Dry,29,5,4,2,33,73,0.34,143.3,0.66,143.3,0,0,0,0,-2,2,29,5,4,0,35,181,990,964.5,25.5,0.0995,0.00793,0.000311,0.107,0.00421,1,0.136,0.243,0.00955,25.3,0.936,0.97,0.908,33.2,32.2,32.2,774
1993-01-14,1992,4,16,14,222.07,0.77,5,Dry,29,5,4,2,33,73,0.33,149.1,0.67,149.1,0,0,0,0,-2,2,29,5,4,0,35,187,990,964.5,25.5,0.102,0.00842,0.000331,0.11,0.00432,1,0.144,0.254,0.00996,25.2,0.938,0.97,0.91,34.6,33.6,33.6,805
1993-01-15,1992,4,16,15,226.17,0.76,5,Dry,29,5,4,2,33,73,0.32,153.2,0.68,153.2,0,0,0,0,-2,2,29,5,4,0,35,191,990,964.6,25.4,0.103,0.00877,0.000345,0.112,0.00439,1,0.149,0.261,0.0103,25.2,0.94,0.97,0.912,35.5,34.5,34.5,828
1993-01-16,1992,4,16,16,228.64,0.75,5,Dry,29,5,4,2,33,73,0.32,155.6,0.68,155.6,0,0,0,0,-2,2,29,5,4,0,35,194,990,964.6,25.4,0.104,0.00898,0.000353,0.113,0.00444,1,0.153,0.265,0.0104,25.2,0.941,0.97,0.912,36.1,35,35,841
1993-01-17,1992,4,16,17,233.83,0.73,5,Dry,29,5,4,2,33,73,0.31,160.8,0.69,160.8,0,0,0,0,-2,2,29,5,4,0,35,199,990,964.6,25.4,0.106,0.00942,0.000371,0.115,0.00453,1,0.16,0.275,0.0108,25.1,0.942,0.97,0.914,37.3,36.2,36.2,869
1993-01-18,1992,4,16,18,237.39,0.72,5,Dry,29,5,4,2,33,73,0.31,164.4,0.69,164.4,0,0,0,0,-2,2,29,5,4,0,35,202,990,964.6,25.4,0.107,0.00972,0.000383,0.117,0.0046,1,0.164,0.281,0.0111,25.1,0.943,0.972,0.917,38.2,37.1,37.1,890
1993-01-19,1992,4,16,19,243.13,0.71,5,Dry,29,5,4,2,33,73,0.3,170.1,0.7,170.1,0,0,0,0,-2,2,29,5,4,0,35,208,990,964.7,25.3,0.109,0.0102,0.000403,0.119,0.0047,1,0.172,0.291,0.0115,25,0.945,0.975,0.922,39.5,38.5,38.5,924
1993-01-20,1992,4,16,20,252.7,0.69,5,Dry,29,5,4,2,33,73,0.29,179.7,0.71,179.7,0,0,0,0,-2,2,29,5,4,0,35,218,990,964.7,25.3,0.112,0.011,0.000436,0.123,0.00488,1,0.185,0.308,0.0122,25,0.948,0.98,0.929,41.7,40.9,40.9,982
1993-01-21,1992,4,17,21,260.63,0.67,5,Dry,29,5,4,2,33,73,0.28,187.6,0.72,187.6,0,0,0,0,-2,2,29,5,4,0,35,226,990,964.7,25.3,0.115,0.0117,0.000463,0.127,0.00502,1,0.196,0.323,0.0128,24.9,0.951,0.98,0.932,43.6,42.8,42.8,1030
1993-01-22,1992,4,17,22,266.92,0.66,5,Dry,29,5,4,2,33,73,0.27,193.9,0.73,193.9,0,0,0,0,-2,2,29,5,4,0,35,232,990,964.8,25.2,0.117,0.0122,0.000485,0.13,0.00514,1,0.204,0.334,0.0132,24.9,0.953,0.98,0.934,45.1,44.2,44.2,1060
