date,level,datetime,flow
2005-10-01,3.218,1128124800000,208.1497044300106
2005-10-02,3.216,1128211200000,206.2763262193926
2005-10-03,3.215,1128297600000,205.34216161625932
2005-10-04,3.213,1128384000000,203.47888927143703
2005-10-05,3.212,1128470400000,202.54978468995847
2005-10-06,3.209,1128556800000,199.77261639355586
2005-10-07,3.2065,1128643200000,197.46995834989534
2005-10-08,3.20375,1128729600000,194.94929791300947
2005-10-09,3.201,1128816000000,192.44151780543714
2005-10-10,3.19825,1128902400000,189.94665235095547
2005-10-11,3.1955,1128988800000,187.46473623587897
2005-10-12,3.19275,1129075200000,184.99580451579448
2005-10-13,3.19,1129161600000,182.5398926224803
2005-10-14,3.198,1129248000000,189.72048799246488
2005-10-15,3.197,1129334400000,188.81690127390652
2005-10-16,3.195,1129420800000,187.0148727449089
2005-10-17,3.194,1129507200000,186.11643431708248
2005-10-18,3.192,1129593600000,184.32471764073594
2005-10-19,3.188,1129680000000,180.76197305957083
2005-10-20,3.189,1129766400000,181.6500687925283
2005-10-21,3.188,1129852800000,180.76197305957083
2005-10-22,3.186,1129939200000,178.99097285853009
2005-10-23,3.185,1130025600000,178.10807189475102
2005-10-24,3.183,1130112000000,176.3474770540184
2005-10-25,3.181,1130198400000,174.59383682956306
2005-10-26,3.179,1130284800000,172.84716552251726
2005-10-27,3.177,1130371200000,171.10747755036653
2005-10-28,3.176,1130457600000,170.24025685256404
2005-10-29,3.174,1130544000000,168.51107117415808
2005-10-30,3.173,1130630400000,167.64910987245582
2005-10-31,3.171,1130716800000,165.9304595985587
2005-11-01,3.17,1130803200000,165.0737743513018
2005-11-02,3.168,1130889600000,163.3656930070293
2005-11-03,3.167,1130976000000,162.51430068200293
2005-11-04,3.165,1131062400000,160.8168222159593
2005-11-05,3.189,1131148800000,181.6500687925283
2005-11-06,3.187,1131235200000,179.87560716534924
2005-11-07,3.187,1131321600000,179.87560716534924
2005-11-08,3.181,1131408000000,174.59383682956306
2005-11-09,3.181,1131494400000,174.59383682956306
2005-11-10,3.18,1131580800000,173.71962916301763
2005-11-11,3.184,1131667200000,177.2269060366709
2005-11-12,3.183,1131753600000,176.3474770540184
2005-11-13,3.186,1131840000000,178.99097285853009
2005-11-14,3.181,1131926400000,174.59383682956306
2005-11-15,3.189,1132012800000,181.6500687925283
2005-11-16,3.189,1132099200000,181.6500687925283
2005-11-17,3.192,1132185600000,184.32471764073594
2005-11-18,3.197,1132272000000,188.81690127390652
2005-11-19,3.202,1132358400000,193.35194540006168
2005-11-20,3.208,1132444800000,198.85028077982773
2005-11-21,3.2,1132531200000,191.53279793006902
2005-11-22,3.214,1132617600000,204.409682107876
2005-11-23,3.219,1132704000000,209.08891491187862
2005-11-24,3.222,1132790400000,211.9166132291764
2005-11-25,3.226,1132876800000,215.7103095676693
2005-11-26,3.233,1132963200000,222.4134431310677
2005-11-27,3.266,1133049600000,255.0997910369241
2005-11-28,3.265,1133136000000,254.08326399264385
2005-11-29,3.252,1133222400000,241.0156753330388
2005-11-30,3.254,1133308800000,243.00821315708663
2005-12-01,3.267,1133395200000,256.1179296740763
2005-12-02,3.259,1133481600000,248.0180195762836
2005-12-03,3.256,1133568000000,245.00726202197322
2005-12-04,3.25,1133654400000,239.02965957792736
2005-12-05,3.26,1133740800000,249.02484912588918
2005-12-06,3.276,1133827200000,265.3534828528322
2005-12-07,3.275,1133913600000,264.32089872790124
2005-12-08,3.281,1134000000000,270.5403568569027
2005-12-09,3.27,1134086400000,259.1820019747376
2005-12-10,3.281,1134172800000,270.5403568569027
2005-12-11,3.282,1134259200000,271.582513446106
2005-12-12,3.282,1134345600000,271.582513446106
2005-12-13,3.299,1134432000000,289.5415847351312
2005-12-14,3.285,1134518400000,274.71852411448504
2005-12-15,3.289,1134604800000,278.92208721388806
2005-12-16,3.295,1134691200000,285.2748761978751
2005-12-17,3.301,1134777600000,291.6843648887456
2005-12-18,3.302,1134864000000,292.7581072661195
2005-12-19,3.312,1134950400000,303.5815016130265
2005-12-20,3.308,1135036800000,299.2334193877902
2005-12-21,3.3,1135123200000,290.6121903160226
2005-12-22,3.302,1135209600000,292.7581072661195
2005-12-23,3.304,1135296000000,294.91029070370655
2005-12-24,3.313,1135382400000,304.6724124828933
2005-12-25,3.314,1135468800000,305.7648771810605
2005-12-26,3.312,1135555200000,303.5815016130265
2005-12-27,3.328,1135641600000,321.22190092158394
2005-12-28,3.336,1135728000000,330.18994054322656
2005-12-29,3.33,1135814400000,323.4547104740087
2005-12-30,3.328,1135900800000,321.22190092158394
2005-12-31,3.346,1135987200000,341.5374791741994
2006-01-01,3.33,1136073600000,323.4547104740087
2006-01-02,3.386,1136160000000,388.43526677964235
2006-01-03,3.388,1136246400000,390.84275209565163
2006-01-04,3.392,1136332800000,395.675430653383
2006-01-05,3.399,1136419200000,404.1892762017017
2006-01-06,3.458,1136505600000,478.77372165399123
2006-01-07,3.46,1136592000000,481.3893341349627
2006-01-08,3.469,1136678400000,493.2295116655658
2006-01-09,3.475,1136764800000,501.1863290156797
2006-01-10,3.469,1136851200000,493.2295116655658
2006-01-11,3.477,1136937600000,503.84983141977267
2006-01-12,3.485,1137024000000,514.5598280570323
2006-01-13,3.468,1137110400000,491.9082966291051
2006-01-14,3.452,1137196800000,470.96089307264566
2006-01-15,3.435,1137283200000,449.1028893822318
2006-01-16,3.418,1137369600000,427.65953193882467
2006-01-17,3.431,1137456000000,444.0199371208814
2006-01-18,3.426,1137542400000,437.69860992382877
2006-01-19,3.43,1137628800000,442.752792142111
2006-01-20,3.446,1137715200000,463.19921239151546
2006-01-21,3.452,1137801600000,470.96089307264566
2006-01-22,3.457,1137888000000,477.46803897646174
2006-01-23,3.461,1137974400000,482.69926235358656
2006-01-24,3.461,1138060800000,482.69926235358656
2006-01-25,3.472,1138147200000,497.20159772987046
2006-01-26,3.486,1138233600000,515.9048637025969
2006-01-27,3.488,1138320000000,518.5991174455213
2006-01-28,3.492,1138406400000,524.0043338819027
2006-01-29,3.499,1138492800000,533.5169471647292
2006-01-30,3.508,1138579200000,545.8471220541859
2006-01-31,3.525,1138665600000,569.4416466109311
2006-02-01,3.543,1138752000000,594.8544346028757
2006-02-02,3.549,1138838400000,603.4230586916153
2006-02-03,3.551,1138924800000,606.2900754018526
2006-02-04,3.579,1139011200000,646.9924858721041
2006-02-05,3.566,1139097600000,627.9643241774507
2006-02-06,3.574,1139184000000,639.6472670609428
2006-02-07,3.57,1139270400000,633.7951024562589
2006-02-08,3.581,1139356800000,649.9398947229278
2006-02-09,3.587,1139443200000,658.8140155069315
2006-02-10,3.595,1139529600000,670.7204126748969
2006-02-11,3.606,1139616000000,687.2297094279344
2006-02-12,3.615,1139702400000,700.855665302761
2006-02-13,3.62,1139788800000,708.4714935331638
2006-02-14,3.638,1139875200000,736.1583833202446
2006-02-15,3.648,1139961600000,751.7216599597217
2006-02-16,3.66,1140048000000,770.5679004924208
2006-02-17,3.668,1140134400000,783.2348409882186
2006-02-18,3.677,1140220800000,797.5830349324054
2006-02-19,3.689,1140307200000,816.8745400037607
2006-02-20,3.695,1140393600000,826.588859110768
2006-02-21,3.702,1140480000000,837.9798101080469
2006-02-22,3.711,1140566400000,852.7161642156143
2006-02-23,3.712,1140652800000,854.359831377245
2006-02-24,3.729,1140739200000,882.494101111234
2006-02-25,3.746,1140825600000,910.989256729293
2006-02-26,3.752,1140912000000,921.132091703194
2006-02-27,3.758,1140998400000,931.3194865426401
2006-02-28,3.76,1141084800000,934.7251695967149
2006-03-01,3.765,1141171200000,943.2609650430048
2006-03-02,3.766,1141257600000,944.9718212126554
2006-03-03,3.769,1141344000000,950.111775619561
2006-03-04,3.772,1141430400000,955.2627992756566
2006-03-05,3.777,1141516800000,963.8724036643144
2006-03-06,3.78,1141603200000,969.0528853543532
2006-03-07,3.788,1141689600000,982.9213675552393
2006-03-08,3.786,1141776000000,979.4469099175988
2006-03-09,3.815,1141862400000,1030.3032747133402
2006-03-10,3.828,1141948800000,1053.4318076516197
2006-03-11,3.838,1142035200000,1071.3615067348676
2006-03-12,3.853,1142121600000,1098.480913328872
2006-03-13,3.869,1142208000000,1127.704305691366
2006-03-14,3.883,1142294400000,1153.524175176971
2006-03-15,3.891,1142380800000,1168.382457249289
2006-03-16,3.916,1142467200000,1215.2999217292315
2006-03-17,3.943,1142553600000,1266.791428166725
2006-03-18,3.977,1142640000000,1332.8339423321293
2006-03-19,4.025,1142726400000,1428.3251655207143
2006-03-20,4.08,1142812800000,1540.9439683355758
2006-03-21,4.14,1142899200000,1667.6411257554846
2006-03-22,4.235,1142985600000,1876.2877426071059
2006-03-23,4.282,1143072000000,1983.0959800165724
2006-03-24,4.345,1143158400000,2129.923503514307
2006-03-25,4.392,1143244800000,2242.1581560127956
2006-03-26,4.427,1143331200000,2327.217888842943
2006-03-27,4.446,1143417600000,2373.9186201543735
2006-03-28,4.479,1143504000000,2455.9037724550535
2006-03-29,4.493,1143590400000,2491.0186845475087
2006-03-30,4.514,1143676800000,2544.06163332766
2006-03-31,4.525,1143763200000,2572.0229498028148
2006-04-01,4.541,1143849600000,2612.910369194457
2006-04-02,4.562,1143936000000,2666.963093291289
2006-04-03,4.583,1144022400000,2721.4545322687563
2006-04-04,4.596,1144108800000,2755.4063851193346
2006-04-05,4.608,1144195200000,2786.894791506482
2006-04-06,4.624,1144281600000,2829.100109136273
2006-04-07,4.628,1144368000000,2839.6907815704276
2006-04-08,4.635,1144454400000,2858.2622605202487
2006-04-09,4.648,1144540800000,2892.879598719461
2006-04-10,4.651,1144627200000,2900.8917098892675
2006-04-11,4.65,1144713600000,2898.2200281508485
2006-04-12,4.648,1144800000000,2892.879598719461
2006-04-13,4.643,1144886400000,2879.54564906489
2006-04-14,4.642,1144972800000,2876.881796150638
2006-04-15,4.641,1145059200000,2874.218922676331
2006-04-16,4.638,1145145600000,2866.2361807582743
2006-04-17,4.629,1145232000000,2842.340905307664
2006-04-18,4.612,1145318400000,2797.422490806109
2006-04-19,4.599,1145404800000,2763.265159499064
2006-04-20,4.591,1145491200000,2742.3281936756343
2006-04-21,4.582,1145577600000,2718.8497806335395
2006-04-22,4.576,1145664000000,2703.2420861469004
2006-04-23,4.569,1145750400000,2685.07825068423
2006-04-24,4.56,1145836800000,2661.7962843820314
2006-04-25,4.564,1145923200000,2672.133881451229
2006-04-26,4.555,1146009600000,2648.8966817477462
2006-04-27,4.549,1146096000000,2633.4500355063647
2006-04-28,4.544,1146182400000,2620.60525702952
2006-04-29,4.54,1146268800000,2610.3474043309516
2006-04-30,4.538,1146355200000,2605.2244724351967
2006-05-01,4.536,1146441600000,2600.105538993215
2006-05-02,4.533,1146528000000,2592.4346394684735
2006-05-03,4.533,1146614400000,2592.4346394684735
2006-05-04,4.53,1146700800000,2584.7727455705494
2006-05-05,4.529,1146787200000,2582.2207831351916
2006-05-06,4.527,1146873600000,2577.1198627800086
2006-05-07,4.526,1146960000000,2574.570905267284
2006-05-08,4.524,1147046400000,2569.4759965905546
2006-05-09,4.516,1147132800000,2549.136476501182
2006-05-10,4.514,1147219200000,2544.06163332766
2006-05-11,4.512,1147305600000,2538.99080818067
2006-05-12,4.496,1147392000000,2498.569054297706
2006-05-13,4.488,1147478400000,2478.4549150891253
2006-05-14,4.482,1147564800000,2463.4117212772667
2006-05-15,4.482,1147651200000,2463.4117212772667
2006-05-16,4.47,1147737600000,2433.4345869057897
2006-05-17,4.463,1147824000000,2416.015314558413
2006-05-18,4.455,1147910400000,2396.168492638652
2006-05-19,4.442,1147996800000,2364.0562699474694
2006-05-20,4.428,1148083200000,2329.666627657375
2006-05-21,4.412,1148169600000,2290.6096993407405
2006-05-22,4.395,1148256000000,2249.399643163747
2006-05-23,4.376,1148342400000,2203.6937433218804
2006-05-24,4.362,1148428800000,2170.2546174094123
2006-05-25,4.352,1148515200000,2146.494033582334
2006-05-26,4.335,1148601600000,2106.3398969492896
2006-05-27,4.327,1148688000000,2087.5481867919552
2006-05-28,4.314,1148774400000,2057.154516926194
2006-05-29,4.289,1148860800000,1999.2040572557353
2006-05-30,4.286,1148947200000,1992.2942574373403
2006-05-31,4.26,1149033600000,1932.8082702875795
2006-06-01,4.255,1149120000000,1921.4508916609916
2006-06-02,4.23,1149206400000,1865.0637096880735
2006-06-03,4.225,1149292800000,1853.8664442514166
2006-06-04,4.21,1149379200000,1820.435585168257
2006-06-05,4.194,1149465600000,1785.0428842392423
2006-06-06,4.178,1149552000000,1749.9267655111214
2006-06-07,4.152,1149638400000,1693.4558949711313
2006-06-08,4.146,1149724800000,1680.5288205942522
2006-06-09,4.132,1149811200000,1650.5188975397498
2006-06-10,4.118,1149897600000,1620.7241705357399
2006-06-11,4.113,1149984000000,1610.1355020671513
2006-06-12,4.082,1150070400000,1545.1029853321104
2006-06-13,4.065,1150156800000,1509.893489343209
2006-06-14,4.048,1150243200000,1475.0071600814751
2006-06-15,4.042,1150329600000,1462.7717860304526
2006-06-16,4.03,1150416000000,1438.4226647316152
2006-06-17,4.013,1150502400000,1404.206613344718
2006-06-18,3.996,1150588800000,1370.3185853113534
2006-06-19,3.982,1150675200000,1342.6582647547145
2006-06-20,3.964,1150761600000,1307.4250417111978
2006-06-21,3.935,1150848000000,1251.4462550011638
2006-06-22,3.919,1150934400000,1220.9792413596522
2006-06-23,3.912,1151020800000,1207.7438665622656
2006-06-24,3.898,1151107200000,1181.445344415853
2006-06-25,3.885,1151193600000,1157.2316624499977
2006-06-26,3.865,1151280000000,1120.3698972784225
2006-06-27,3.854,1151366400000,1100.2984391967786
2006-06-28,3.835,1151452800000,1065.969978889549
2006-06-29,3.816,1151539200000,1032.0751469378656
2006-06-30,3.805,1151625600000,1012.6511513165925
2006-07-01,3.785,1151712000000,977.7115142554168
2006-07-02,3.768,1151798400000,948.397226958636
2006-07-03,3.752,1151884800000,921.132091703194
2006-07-04,3.735,1151971200000,892.5101287245145
2006-07-05,3.71,1152057600000,851.0737546177505
2006-07-06,3.705,1152144000000,842.8805875578673
2006-07-07,3.68,1152230400000,802.3887345404622
2006-07-08,3.672,1152316800000,789.5990418297575
2006-07-09,3.65,1152403200000,754.8498199075538
2006-07-10,3.645,1152489600000,747.039100729547
2006-07-11,3.634,1152576000000,729.9693332354458
2006-07-12,3.616,1152662400000,702.376214687998
2006-07-13,3.605,1152748800000,685.7222794036077
2006-07-14,3.595,1152835200000,670.7204126748969
2006-07-15,3.584,1152921600000,654.3709795839573
2006-07-16,3.576,1153008000000,642.5813566096747
2006-07-17,3.566,1153094400000,627.9643241774507
2006-07-18,3.555,1153180800000,612.0402902564432
2006-07-19,3.546,1153267200000,599.1326618075883
2006-07-20,3.536,1153353600000,584.9193319549139
2006-07-21,3.525,1153440000000,569.4416466109311
2006-07-22,3.518,1153526400000,559.6782354992208
2006-07-23,3.501,1153612800000,536.2473109349854
2006-07-24,3.494,1153699200000,526.7152847134008
2006-07-25,3.485,1153785600000,514.5598280570323
2006-07-26,3.48,1153872000000,507.8555920724394
2006-07-27,3.474,1153958400000,499.8566815115516
2006-07-28,3.468,1154044800000,491.9082966291051
2006-07-29,3.458,1154131200000,478.77372165399123
2006-07-30,3.454,1154217600000,473.5594947413976
2006-07-31,3.448,1154304000000,465.7807454305477
2006-08-01,3.442,1154390400000,458.0532604314438
2006-08-02,3.434,1154476800000,447.8299971472032
2006-08-03,3.429,1154563200000,441.4870860850707
2006-08-04,3.424,1154649600000,435.18016933856626
2006-08-05,3.419,1154736000000,428.9093535209935
2006-08-06,3.412,1154822400000,420.19106655678786
2006-08-07,3.408,1154908800000,415.2411674479601
2006-08-08,3.402,1154995200000,407.8600773880506
2006-08-09,3.4,1155081600000,405.4114116809189
2006-08-10,3.398,1155168000000,402.9686068507056
2006-08-11,3.392,1155254400000,395.675430653383
2006-08-12,3.384,1155340800000,386.0336940989942
2006-08-13,3.38,1155427200000,381.24831685002715
2006-08-14,3.379,1155513600000,380.0556797654348
2006-08-15,3.378,1155600000000,378.86452748010413
2006-08-16,3.376,1155686400000,376.4866811430079
2006-08-17,3.369,1155772800000,368.21113181358527
2006-08-18,3.363,1155859200000,361.17607664804325
2006-08-19,3.358,1155945600000,355.3547835733726
2006-08-20,3.355,1156032000000,351.88006510327136
2006-08-21,3.35,1156118400000,346.11905120887104
2006-08-22,3.348,1156204800000,343.82523380634376
2006-08-23,3.344,1156291200000,339.25579563772504
2006-08-24,3.341,1156377600000,335.84467196015504
2006-08-25,3.338,1156464000000,332.44725553487876
2006-08-26,3.334,1156550400000,327.93873895944535
2006-08-27,3.33,1156636800000,323.4547104740087
2006-08-28,3.329,1156723200000,322.337537732254
2006-08-29,3.326,1156809600000,318.9952394764292
2006-08-30,3.322,1156896000000,314.56039614447394
2006-08-31,3.318,1156982400000,310.1502514512473
2006-09-01,3.315,1157068800000,306.85889456478554
2006-09-02,3.312,1157155200000,303.5815016130265
2006-09-03,3.308,1157241600000,299.2334193877902
2006-09-04,3.304,1157328000000,294.91029070370655
2006-09-05,3.3,1157414400000,290.6121903160226
2006-09-06,3.3,1157500800000,290.6121903160226
2006-09-07,3.297,1157587200000,287.40508531529616
2006-09-08,3.294,1157673600000,284.2121335084982
2006-09-09,3.292,1157760000000,282.091377912024
2006-09-10,3.299,1157846400000,289.5415847351312
2006-09-11,3.297,1157932800000,287.40508531529616
2006-09-12,3.284,1158019200000,273.67159832686144
2006-09-13,3.28,1158105600000,269.49979251091764
2006-09-14,3.278,1158192000000,267.42344559943007
2006-09-15,3.274,1158278400000,263.2899144760634
2006-09-16,3.27,1158364800000,259.1820019747376
2006-09-17,3.268,1158451200000,257.1376785851828
2006-09-18,3.266,1158537600000,255.0997910369241
2006-09-19,3.263,1158624000000,252.05504997968634
2006-09-20,3.259,1158710400000,248.0180195762836
2006-09-21,3.256,1158796800000,245.00726202197322
2006-09-22,3.254,1158883200000,243.00821315708663
2006-09-23,3.251,1158969600000,240.02185150473647
2006-09-24,3.248,1159056000000,237.05017699367127
2006-09-25,3.246,1159142400000,235.0772387568791
2006-09-26,3.244,1159228800000,233.11085611973232
2006-09-27,3.243,1159315200000,232.1301266882161
2006-09-28,3.241,1159401600000,230.17359871589755
2006-09-29,3.24,1159488000000,229.19780303634636
2006-09-30,3.238,1159574400000,227.25115548047052
2006-10-01,3.238,1159660800000,227.25115548047052
2006-10-02,3.235,1159747200000,224.34356537388786
2006-10-03,3.234,1159833600000,223.37767615924224
2006-10-04,3.232,1159920000000,221.45086776266785
2006-10-05,3.23,1160006400000,219.53069592427562
2006-10-06,3.226,1160092800000,215.7103095676693
2006-10-07,3.223,1160179200000,212.86252981534378
2006-10-08,3.222,1160265600000,211.9166132291764
2006-10-09,3.22,1160352000000,210.0298042371894
2006-10-10,3.228,1160438400000,217.61717253441904
2006-10-11,3.227,1160524800000,216.6629077464265
2006-10-12,3.225,1160611200000,214.7593795082996
2006-10-13,3.214,1160697600000,204.409682107876
2006-10-14,3.207,1160784000000,197.92964142478692
2006-10-15,3.2,1160870400000,191.53279793006902
2006-10-16,3.212,1160956800000,202.54978468995847
2006-10-17,3.224,1161043200000,213.81011908386543
2006-10-18,3.236,1161129600000,225.3111093068375
2006-10-19,3.248,1161216000000,237.05017699367127
2006-10-20,3.26,1161302400000,249.02484912588918
2006-10-21,3.272,1161388800000,261.232750738513
2006-10-22,3.277,1161475200000,266.3876655692137
2006-10-23,3.263,1161561600000,252.05504997968634
2006-10-24,3.269,1161648000000,258.15903645556097
2006-10-25,3.254,1161734400000,243.00821315708663
2006-10-26,3.25,1161820800000,239.02965957792736
2006-10-27,3.256,1161907200000,245.00726202197322
2006-10-28,3.251,1161993600000,240.02185150473647
2006-10-29,3.25,1162080000000,239.02965957792736
2006-10-30,3.246,1162166400000,235.0772387568791
2006-10-31,3.244,1162252800000,233.11085611973232
2006-11-01,3.237,1162339200000,226.28030649502776
2006-11-02,3.239,1162425600000,228.22365481022067
2006-11-03,3.232,1162512000000,221.45086776266785
2006-11-04,3.246,1162598400000,235.0772387568791
2006-11-05,3.246,1162684800000,235.0772387568791
2006-11-06,3.241,1162771200000,230.17359871589755
2006-11-07,3.236,1162857600000,225.3111093068375
2006-11-08,3.254,1162944000000,243.00821315708663
2006-11-09,3.255,1163030400000,244.00692439582076
2006-11-10,3.258,1163116800000,247.01281097257282
2006-11-11,3.258,1163203200000,247.01281097257282
2006-11-12,3.256,1163289600000,245.00726202197322
2006-11-13,3.243,1163376000000,232.1301266882161
2006-11-14,3.243,1163462400000,232.1301266882161
2006-11-15,3.259,1163548800000,248.0180195762836
2006-11-16,3.258,1163635200000,247.01281097257282
2006-11-17,3.258,1163721600000,247.01281097257282
2006-11-18,3.26,1163808000000,249.02484912588918
2006-11-19,3.261,1163894400000,250.0332982721507
2006-11-20,3.262,1163980800000,251.04336567023384
2006-11-21,3.262,1164067200000,251.04336567023384
2006-11-22,3.282,1164153600000,271.582513446106
2006-11-23,3.285,1164240000000,274.71852411448504
2006-11-24,3.282,1164326400000,271.582513446106
2006-11-25,3.294,1164412800000,284.2121335084982
2006-11-26,3.315,1164499200000,306.85889456478554
2006-11-27,3.315,1164585600000,306.85889456478554
2006-11-28,3.327,1164672000000,320.10780113696273
2006-11-29,3.332,1164758400000,325.6936593862121
2006-11-30,3.336,1164844800000,330.18994054322656
2006-12-01,3.342,1164931200000,336.98019156734927
2006-12-02,3.346,1165017600000,341.5374791741994
2006-12-03,3.35,1165104000000,346.11905120887104
2006-12-04,3.354,1165190400000,350.7248412470823
2006-12-05,3.358,1165276800000,355.3547835733726
2006-12-06,3.364,1165363200000,362.34484055936423
2006-12-07,3.368,1165449600000,367.03488063506524
2006-12-08,3.372,1165536000000,371.74884839062497
2006-12-09,3.378,1165622400000,378.86452748010413
2006-12-10,3.38,1165708800000,381.24831685002715
2006-12-11,3.385,1165795200000,387.23374088940477
2006-12-12,3.388,1165881600000,390.84275209565163
2006-12-13,3.39,1165968000000,393.2561425426005
2006-12-14,3.397,1166054400000,401.7494045396996
2006-12-15,3.4,1166140800000,405.4114116809189
2006-12-16,3.402,1166227200000,407.8600773880506
2006-12-17,3.402,1166313600000,407.8600773880506
2006-12-18,3.406,1166400000000,412.7749624688493
2006-12-19,3.408,1166486400000,415.2411674479601
2006-12-20,3.43,1166572800000,442.752792142111
2006-12-21,3.434,1166659200000,447.8299971472032
2006-12-22,3.44,1166745600000,455.4888546202226
2006-12-23,3.455,1166832000000,474.8609247224909
2006-12-24,3.464,1166918400000,486.63752544960147
2006-12-25,3.469,1167004800000,493.2295116655658
2006-12-26,3.47,1167091200000,494.55213404386865
2006-12-27,3.471,1167177600000,495.8761629895623
2006-12-28,3.489,1167264000000,519.9483340507734
2006-12-29,3.482,1167350400000,510.5330950096853
2006-12-30,3.491,1167436800000,522.6509430103325
2006-12-31,3.502,1167523200000,537.6145682217257
2007-01-01,3.518,1167609600000,559.6782354992208
2007-01-02,3.529,1167696000000,575.0508144516377
2007-01-03,3.54,1167782400000,590.5883950167519
2007-01-04,3.54,1167868800000,590.5883950167519
2007-01-05,3.555,1167955200000,612.0402902564432
2007-01-06,3.568,1168041600000,630.8770374915498
2007-01-07,3.57,1168128000000,633.7951024562589
2007-01-08,3.58,1168214400000,648.4655251116569
2007-01-09,3.59,1168300800000,663.2689858807008
2007-01-10,3.6,1168387200000,678.2048689336278
2007-01-11,3.602,1168473600000,681.2078828078367
2007-01-12,3.61,1168560000000,693.2725695013362
2007-01-13,3.612,1168646400000,696.3018752552846
2007-01-14,3.625,1168732800000,716.1199815572706
2007-01-15,3.636,1168819200000,733.0612637574885
2007-01-16,3.652,1168905600000,757.9831377501521
2007-01-17,3.665,1168992000000,778.4751256289434
2007-01-18,3.667,1169078400000,781.6469887629539
2007-01-19,3.672,1169164800000,789.5990418297575
2007-01-20,3.682,1169251200000,805.5989020889624
2007-01-21,3.692,1169337600000,821.7259972926281
2007-01-22,3.708,1169424000000,847.7927101078907
2007-01-23,3.735,1169510400000,892.5101287245145
2007-01-24,3.75,1169596800000,917.7461906206328
2007-01-25,3.774,1169683200000,958.702958555437
2007-01-26,3.8,1169769600000,1003.8705841302068
2007-01-27,3.83,1169856000000,1057.0081281007506
2007-01-28,3.865,1169942400000,1120.3698972784225
2007-01-29,3.915,1170028800000,1213.409153152516
2007-01-30,4,1170115200000,1378.262641358903
2007-01-31,4.12,1170201600000,1624.9673543708636
2007-02-01,4.26,1170288000000,1932.8082702875795
2007-02-02,4.368,1170374400000,2184.5608000444972
2007-02-03,4.42,1170460800000,2310.105375516565
2007-02-04,4.448,1170547200000,2378.855909533816
2007-02-05,4.46,1170633600000,2408.565136230137
2007-02-06,4.47,1170720000000,2433.4345869057897
2007-02-07,4.48,1170806400000,2458.4054105299906
2007-02-08,4.501,1170892800000,2511.173165881886
2007-02-09,4.518,1170979200000,2554.2153360557527
2007-02-10,4.545,1171065600000,2623.172216718672
2007-02-11,4.592,1171152000000,2744.9418544771197
2007-02-12,4.67,1171238400000,2951.8392285669847
2007-02-13,4.758,1171324800000,3192.3741375529066
2007-02-14,4.89,1171411200000,3567.0624691967428
2007-02-15,5.018,1171497600000,3945.995715182567
2007-02-16,5.092,1171584000000,4171.946605154815
2007-02-17,5.118,1171670400000,4252.517286211223
2007-02-18,5.12,1171756800000,4258.740369000128
2007-02-19,5.126,1171843200000,4277.431298680244
2007-02-20,5.128,1171929600000,4283.668832064899
2007-02-21,5.13,1172016000000,4289.909975391798
2007-02-22,5.148,1172102400000,4346.2425349315145
2007-02-23,5.179,1172188800000,4443.942682594364
2007-02-24,5.19,1172275200000,4478.817586050298
2007-02-25,5.202,1172361600000,4516.986337176583
2007-02-26,5.218,1172448000000,4568.0779319635185
2007-02-27,5.233,1172534400000,4616.183386018413
2007-02-28,5.287,1172620800000,4791.015658514508
2007-03-01,5.304,1172707200000,4846.588636626118
2007-03-02,5.311,1172793600000,4869.54557108662
2007-03-03,5.316,1172880000000,4885.969754351795
2007-03-04,5.318,1172966400000,4892.545577366958
2007-03-05,5.317,1173052800000,4889.257226715942
2007-03-06,5.309,1173139200000,4862.982050043923
2007-03-07,5.301,1173225600000,4836.763146046694
2007-03-08,5.285,1173312000000,4784.494406612043
2007-03-09,5.271,1173398400000,4738.944505804816
