date,flow
1924-10-01,100
1924-10-02,100
1924-10-03,100
1924-10-04,100
1924-10-05,100
1924-10-06,100
1924-10-07,100
1924-10-08,100
1924-10-09,100
1924-10-10,100
1924-10-11,100
1924-10-12,111.4074748748819
1924-10-13,111.4074748748819
1924-10-14,111.4074748748819
1924-10-15,111.4074748748819
1924-10-16,111.4074748748819
1924-10-17,111.4074748748819
1924-10-18,111.4074748748819
1924-10-19,111.4074748748819
1924-10-20,111.4074748748819
1924-10-21,122.22522045798578
1924-10-22,124.48606019572271
1924-10-23,124.48606019572271
1924-10-24,126.77310542675419
1924-10-25,125.96206638906904
1924-10-26,125.96206638906904
1924-10-27,125.96206638906904
1924-10-28,125.96206638906904
1924-10-29,125.96206638906904
1924-10-30,125.96206638906904
1924-10-31,125.96206638906904
1924-11-01,128.24511907557817
1924-11-02,130.5541801164521
1924-11-03,132.88914023289095
1924-11-04,137.63774120166218
1924-11-05,138.742039111682
1924-11-06,138.742039111682
1924-11-07,138.742039111682
1924-11-08,138.742039111682
1924-11-09,138.742039111682
1924-11-10,143.60332265481335
1924-11-11,145.35091652142782
1924-11-12,143.60332265481335
1924-11-13,143.60332265481335
1924-11-14,143.60332265481335
1924-11-15,143.60332265481335
1924-11-16,145.35091652142782
1924-11-17,145.35091652142782
1924-11-18,145.35091652142782
1924-11-19,156.79746203279876
1924-11-20,156.79746203279876
1924-11-21,158.5418650595055
1924-11-22,166.2645554586555
1924-11-23,169.19331070132438
1924-11-24,175.04382670854196
1924-11-25,175.04382670854196
1924-11-26,179.82650384797873
1924-11-27,185.7786784471339
1924-11-28,191.2193972327251
1924-11-29,191.2193972327251
1924-11-30,191.2193972327251
1924-12-01,193.27470709300982
1924-12-02,192.89525052007954
1924-12-03,199.09255064890988
1924-12-04,202.16484463282924
1924-12-05,224.67108614276168
1924-12-06,243.27965055433455
1924-12-07,249.79922499551887
1924-12-08,249.79922499551887
1924-12-09,246.1954369466169
1924-12-10,249.79922499551887
1924-12-11,261.3829265436441
1924-12-12,266.78604142953816
1924-12-13,270.26227422971596
1924-12-14,271.2725034021112
1924-12-15,266.78604142953816
1924-12-16,270.26227422971596
1924-12-17,273.7644393851744
1924-12-18,283.60794454515144
1924-12-19,281.31798835818716
1924-12-20,283.60794454515144
1924-12-21,281.31798835818716
1924-12-22,281.31798835818716
1924-12-23,281.31798835818716
1924-12-24,283.60794454515144
1924-12-25,294.72327672565376
1924-12-26,306.02012187747727
1924-12-27,325.6608349246158
1924-12-28,350.21919677719364
1924-12-29,344.6194246662063
1924-12-30,377.1167677530398
1924-12-31,440.03308533307893
1925-01-01,417.85777574523047
1925-01-02,462.56510797983367
1925-01-03,556.2195221518879
1925-01-04,562.8280550549773
1925-01-05,556.2195221518879
1925-01-06,516.7729360541307
1925-01-07,512.1178294462209
1925-01-08,516.7729360541307
1925-01-09,527.33756887798
1925-01-10,532.5191728902848
1925-01-11,562.8280550549773
1925-01-12,563.9275401844068
1925-01-13,583.0034706238768
1925-01-14,615.6277501188491
1925-01-15,595.7090674462597
1925-01-16,589.2318645568655
1925-01-17,589.2318645568655
1925-01-18,608.7950416720041
1925-01-19,630.1458925633244
1925-01-20,615.6277501188491
1925-01-21,615.6277501188491
1925-01-22,654.2160751312473
1925-01-23,705.8654727894975
1925-01-24,760.5282369412132
1925-01-25,971.432137808443
1925-01-26,1132.2745043584068
1925-01-27,1025.1571213430689
1925-01-28,1125.7751341156365
1925-01-29,1182.7486563056157
1925-01-30,1096.4988238013993
1925-01-31,1089.456082568086
1925-02-01,1107.7118278902926
1925-02-02,1216.6028088104988
1925-02-03,1125.7751341156365
1925-02-04,1127.7267002397502
1925-02-05,1132.2745043584068
1925-02-06,1182.7486563056157
1925-02-07,1151.4123804178892
1925-02-08,1141.7270006960684
1925-02-09,1141.7270006960684
1925-02-10,1151.4123804178892
1925-02-11,1172.2200583749495
1925-02-12,1151.4123804178892
1925-02-13,1141.7270006960684
1925-02-14,1141.7270006960684
1925-02-15,1141.7270006960684
1925-02-16,1141.7270006960684
1925-02-17,1132.2745043584068
1925-02-18,1132.2745043584068
1925-02-19,1141.7270006960684
1925-02-20,1166.6835589761267
1925-02-21,1208.1375731987355
1925-02-22,1208.1375731987355
1925-02-23,1208.1375731987355
1925-02-24,1231.9889109927822
1925-02-25,1355.5891932013576
1925-02-26,1399.6225319406487
1925-02-27,1436.9972468555
1925-02-28,1431.8517190756854
1925-03-01,1399.6225319406487
1925-03-02,1399.6225319406487
1925-03-03,1392.1184600020758
1925-03-04,1383.5781242388096
1925-03-05,1383.5781242388096
1925-03-06,1383.5781242388096
1925-03-07,1383.5781242388096
1925-03-08,1431.8517190756854
1925-03-09,1399.6225319406487
1925-03-10,1399.6225319406487
1925-03-11,1436.9972468555
1925-03-12,1436.9972468555
1925-03-13,1436.9972468555
1925-03-14,1446.688303917254
1925-03-15,1466.3705552062033
1925-03-16,1492.923277813509
1925-03-17,1528.0069475564135
1925-03-18,1559.6365223532903
1925-03-19,1631.4057456387504
1925-03-20,1707.8301923643469
1925-03-21,1860.2731022640778
1925-03-22,1952.527913997905
1925-03-23,2112.651851060667
1925-03-24,2395.7392351953818
1925-03-25,2680.673021087373
1925-03-26,2942.8683421271217
1925-03-27,3112.623354154214
1925-03-28,3210.822769082948
1925-03-29,3441.005253527244
1925-03-30,3452.2483517306155
1925-03-31,3452.2483517306155
1925-04-01,3441.005253527244
1925-04-02,3441.005253527244
1925-04-03,3405.1015019122924
1925-04-04,3313.040638921886
1925-04-05,3313.040638921886
1925-04-06,3278.6645276872346
1925-04-07,3210.822769082948
1925-04-08,3169.057407320514
1925-04-09,3122.5455309002755
1925-04-10,3080.145625540945
1925-04-11,3080.145625540945
1925-04-12,3032.4708153090714
1925-04-13,3004.264005261846
1925-04-14,3004.264005261846
1925-04-15,3004.264005261846
1925-04-16,3004.264005261846
1925-04-17,3020.8412787888824
1925-04-18,3122.5455309002755
1925-04-19,3313.040638921886
1925-04-20,3148.286785474676
1925-04-21,3148.286785474676
1925-04-22,3169.057407320514
1925-04-23,3169.057407320514
1925-04-24,3251.016816650233
1925-04-25,3313.040638921886
1925-04-26,3355.917445671583
1925-04-27,3405.1015019122924
1925-04-28,3278.6645276872346
1925-04-29,3210.822769082948
1925-04-30,3148.286785474676
1925-05-01,3020.8412787888824
1925-05-02,2742.5000790210447
1925-05-03,2895.4573796641585
1925-05-04,2840.3111806671573
1925-05-05,2769.149079780089
1925-05-06,2715.9460664077737
1925-05-07,2671.404716471798
1925-05-08,2591.9674246488426
1925-05-09,2542.9743795979048
1925-05-10,2467.4650331066864
1925-05-11,2395.7392351953818
1925-05-12,2335.1601881808406
1925-05-13,2293.963195605079
1925-05-14,2261.1080791444606
1925-05-15,2217.3726541623173
1925-05-16,2161.5709991588783
1925-05-17,2155.197364174091
1925-05-18,2094.7325739137073
1925-05-19,2041.6680794537351
1925-05-20,2004.1930576862999
1925-05-21,1971.8467177439486
1925-05-22,1921.6512454376718
1925-05-23,1881.0436948828617
1925-05-24,1835.7737015855512
1925-05-25,1801.658336663945
1925-05-26,1751.5174328847331
1925-05-27,1726.1698249081508
1925-05-28,1677.712306076144
1925-05-29,1645.7136957337932
1925-05-30,1609.5196152149583
1925-05-31,1589.152379017626
1925-06-01,1551.2223243875908
1925-06-02,1528.83937313803
1925-06-03,1511.0711640712832
1925-06-04,1492.923277813509
1925-06-05,1436.9972468555
1925-06-06,1392.1184600020758
1925-06-07,1383.5781242388096
1925-06-08,1355.5891932013576
1925-06-09,1327.7083279110407
1925-06-10,1291.2130589090086
1925-06-11,1216.6028088104988
1925-06-12,1199.5614612074273
1925-06-13,1186.6621096455442
1925-06-14,1172.2200583749495
1925-06-15,1141.7270006960684
1925-06-16,1127.7267002397502
1925-06-17,1125.7751341156365
1925-06-18,1107.7118278902926
1925-06-19,1096.4988238013993
1925-06-20,1073.295961259486
1925-06-21,1059.9978622051362
1925-06-22,1042.8375891475848
1925-06-23,1027.8009785201032
1925-06-24,1022.7291771997606
1925-06-25,971.432137808443
1925-06-26,947.0029470340525
1925-06-27,941.1240195353739
1925-06-28,905.4211276963824
1925-06-29,876.9389480112663
1925-06-30,834.6935243803574
1925-07-01,819.2739313072125
1925-07-02,779.3664146242007
1925-07-03,751.6655241466876
1925-07-04,728.4970685688845
1925-07-05,705.8654727894975
1925-07-06,673.1279396501391
1925-07-07,636.9257927307887
1925-07-08,618.6636212018007
1925-07-09,601.7778597696527
1925-07-10,583.0034706238768
1925-07-11,562.8280550549773
1925-07-12,548.1782113756484
1925-07-13,537.7568508204201
1925-07-14,516.7729360541307
1925-07-15,494.68105763102216
1925-07-16,486.025059755861
1925-07-17,470.1789814990608
1925-07-18,459.26047283100036
1925-07-19,445.5413205015348
1925-07-20,440.03308533307893
1925-07-21,426.6328487766048
1925-07-22,420.28896308109694
1925-07-23,413.7323521758024
1925-07-24,402.90242176742925
1925-07-25,398.14678481893003
1925-07-26,389.13433285042674
1925-07-27,380.8369927842909
1925-07-28,373.0101663717561
1925-07-29,364.68250926177103
1925-07-30,360.348781781707
1925-07-31,350.21919677719364
1925-08-01,340.5953362095571
1925-08-02,338.3210782258007
1925-08-03,335.47279803022275
1925-08-04,331.6115414626253
1925-08-05,325.6608349246158
1925-08-06,320.2150831071994
1925-08-07,311.7909554591772
1925-08-08,306.02012187747727
1925-08-09,299.1802432901636
1925-08-10,299.1802432901636
1925-08-11,287.17977542488995
1925-08-12,283.60794454515144
1925-08-13,283.60794454515144
1925-08-14,281.31798835818716
1925-08-15,273.7644393851744
1925-08-16,270.26227422971596
1925-08-17,273.7644393851744
1925-08-18,287.17977542488995
1925-08-19,261.3829265436441
1925-08-20,256.6827564948981
1925-08-21,246.1954369466169
1925-08-22,246.1954369466169
1925-08-23,243.27965055433455
1925-08-24,236.19428504207298
1925-08-25,236.19428504207298
1925-08-26,236.19428504207298
1925-08-27,236.19428504207298
1925-08-28,234.76788095571803
1925-08-29,234.76788095571803
1925-08-30,231.42953337879945
1925-08-31,229.36511475907906
1925-09-01,228.5473619846903
1925-09-02,226.37197958342963
1925-09-03,222.28284551893407
1925-09-04,220.5304565310007
1925-09-05,220.5304565310007
1925-09-06,220.5304565310007
1925-09-07,209.2745188452368
1925-09-08,202.16484463282924
1925-09-09,201.17011153682918
1925-09-10,201.17011153682918
1925-09-11,201.17011153682918
1925-09-12,200.24794285151432
1925-09-13,200.24794285151432
1925-09-14,201.17011153682918
1925-09-15,201.17011153682918
1925-09-16,201.17011153682918
1925-09-17,200.24794285151432
1925-09-18,200.24794285151432
1925-09-19,199.09255064890988
1925-09-20,199.09255064890988
1925-09-21,195.20772018199543
1925-09-22,195.20772018199543
1925-09-23,192.89525052007954
1925-09-24,192.89525052007954
1925-09-25,193.27470709300982
1925-09-26,191.2193972327251
1925-09-27,188.71985381224286
1925-09-28,188.71985381224286
1925-09-29,188.71985381224286
1925-09-30,189.23959739706487
1925-10-01,188.71985381224286
1925-10-02,188.71985381224286
1925-10-03,188.71985381224286
1925-10-04,185.7786784471339
1925-10-05,179.82650384797873
1925-10-06,178.27933988170932
1925-10-07,175.04382670854196
1925-10-08,171.13795594290855
1925-10-09,171.13795594290855
1925-10-10,175.04382670854196
1925-10-11,175.04382670854196
1925-10-12,171.13795594290855
1925-10-13,171.13795594290855
1925-10-14,169.19331070132438
1925-10-15,166.2645554586555
1925-10-16,166.2645554586555
1925-10-17,166.2645554586555
1925-10-18,166.2645554586555
1925-10-19,169.19331070132438
1925-10-20,169.19331070132438
1925-10-21,171.13795594290855
