datetime,Year,Month,WaterYear,WaterMonth,WaterWeek,Days,RiverVolume,EFlowVolume,CanalVolume,Energy,Power_max,Power_min,Power_mean,Turbines_max,Turbines_min,Turbines_mean,Flow_mean,Flow_min,Flow_max,FlowAvailableForGeneration_mean,FlowAvailableForGeneration_min,EFlow_mean,EFlow_min,EFlow_max,SpillFlow_mean,SpillFlow_min,SpillFlow_max,EFlowProportion_mean,EFlowProportion_min,EFlowProportion_max,CanalFlow_mean,CanalFlow_min,CanalFlow_max,HeadPondLevel_mean,HeadPondLevel_min,HeadPondLevel_max,TailwaterLevel_mean,TailwaterLevel_min,TailwaterLevel_max,GrossHead_mean,GrossHead_min,GrossHead_max,LeftChannelHeadloss_mean,LeftChannelHeadloss_min,LeftChannelHeadloss_max,CanalHeadloss_mean,CanalHeadloss_min,CanalHeadloss_max,CanalHeadlossProportion_mean,CanalHeadlossProportion_min,CanalHeadlossProportion_max,TotalHeadloss_mean,TotalHeadloss_min,TotalHeadloss_max,HeadlossProportion_mean,HeadlossProportion_min,HeadlossProportion_max,NetHead_mean,NetHead_min,NetHead_max,UnitEfficiency_mean,UnitEfficiency_min,UnitEfficiency_max,GeneratorEfficiency_mean,GeneratorEfficiency_min,GeneratorEfficiency_max,TotalEfficiency_mean,TotalEfficiency_min,TotalEfficiency_max,UnitPower_mean,UnitPower_min,UnitPower_max,GeneratorPower_mean,GeneratorPower_min,GeneratorPower_max,LowFlowShutoffDays,HighHeadShutoffDays,LowHeadShutoffDays,LowFlowShutoffProportion,HighHeadShutoffProportion,LowHeadShutoffProportion,CapFactor,ShutoffProportion,BypassVolume,EFlowProportion,GenerationProportion,BypassProportion,SpecificEnergy
725839200000,1993,1,1992,4,14,3,0.0362,0.0189,0.0173,1028.4,14.81,14.81,14.28,1,1,1,139.7,138.2,141.5,66.74,65.19,73,73,73,4.737e-15,0,1.421e-14,0.522,0.516,0.528,66.74,65.19,68.47,990,990,990,964.5,964.5,964.5,25.5,25.5,25.5,0.0725,0.072,0.0731,0.00142,0.00129,0.00157,0.000056,0.000051,0.000062,0.107,0.104,0.11,0.0042,0.0041,0.0043,25.39,25.39,25.4,0.895,0.887,0.905,0.96,0.96,0.96,0.859,0.851,0.868,14.88,14.39,15.42,14.28,13.82,14.81,0,0,0,0,0,0,0.0794,0,0.0189,0.52,0.48,0.52,28.4
726098400000,1993,1,1992,4,14,7,0.0929,0.0442,0.0488,3016.87,19.38,19.38,17.96,1,1,1,153.7,145.6,160.3,80.65,72.57,73,73,73,4.06e-15,-1.421e-14,1.421e-14,0.475,0.455,0.501,80.65,72.57,87.33,990,990,990,964.5,964.5,964.5,25.5,25.5,25.5,0.0774,0.0746,0.0798,0.00261,0.00192,0.00317,0.0001,0.000075,0.00012,0.131,0.117,0.143,0.0052,0.0046,0.0056,25.38,25.38,25.38,0.931,0.925,0.938,0.961,0.96,0.963,0.895,0.89,0.9,18.69,16.75,20.11,17.96,16.08,19.38,0,0,0,0,0,0,0.0998,0,0.0441,0.48,0.53,0.47,32.5
726703200000,1993,1,1992,4,15,7,0.101,0.0442,0.0565,3462.1,21.55,21.55,20.61,1,1,1,166.3,161.7,171,93.35,88.7,73,73,73,0,-1.421e-14,1.421e-14,0.439,0.427,0.451,93.35,88.7,98,990,990,990,964.5,964.5,964.5,25.5,25.5,25.5,0.0819,0.0802,0.0835,0.00368,0.00329,0.00408,0.00014,0.00013,0.00016,0.154,0.146,0.162,0.006,0.0057,0.0064,25.38,25.38,25.38,0.918,0.913,0.924,0.966,0.964,0.968,0.887,0.884,0.89,21.33,20.4,22.27,20.61,19.66,21.55,0,0,0,0,0,0,0.114,0,0.0445,0.44,0.56,0.44,34.3
727308000000,1993,1,1992,4,16,7,0.112,0.0442,0.0682,4206.38,28.68,28.68,25.04,1,1,1,185.7,171.3,200.8,112.7,98.27,73,73,73,6.09e-15,-1.421e-14,1.421e-14,0.394,0.364,0.426,112.7,98.27,127.8,990,990,990,964.4,964.4,964.5,25.6,25.5,25.6,0.0887,0.0836,0.094,0.00533,0.0041,0.00661,0.00021,0.00016,0.00026,0.189,0.163,0.216,0.0074,0.0064,0.0084,25.38,25.38,25.38,0.92,0.912,0.93,0.97,0.968,0.97,0.892,0.883,0.902,25.82,22.32,29.57,25.04,21.61,28.68,0,0,0,0,0,0,0.139,0,0.0438,0.39,0.61,0.39,37.6
727912800000,1993,1,1992,4,17,7,0.134,0.0442,0.0898,5613.38,36.11,36.11,33.41,1,1,1,221.5,206.5,233.3,148.5,133.5,73,73,73,0,0,0,0.33,0.313,0.353,148.5,133.5,160.3,990,990,990,964.5,964.4,964.6,25.5,25.4,25.6,0.101,0.0961,0.106,0.00837,0.0071,0.00938,0.00033,0.00028,0.00037,0.253,0.226,0.274,0.0099,0.0088,0.011,25.22,25.13,25.33,0.938,0.932,0.942,0.97,0.97,0.97,0.91,0.904,0.914,34.45,30.92,37.22,33.41,29.99,36.11,0,0,0,0,0,0,0.186,0,0.0442,0.33,0.67,0.33,41.9
728517600000,1993,2,1992,5,18,7,0.155,0.0514,0.104,6514,43.64,43.64,38.77,1,1,1,256.5,238.5,276.8,171.5,153.5,85,85,85,-4.06e-15,-2.842e-14,0,0.332,0.307,0.356,171.5,153.5,191.8,990,990,990,964.7,964.6,964.8,25.3,25.2,25.4,0.111,0.104,0.118,0.0103,0.0088,0.0121,0.00041,0.00035,0.00048,0.295,0.263,0.331,0.012,0.01,0.013,24.98,24.86,25.11,0.946,0.94,0.952,0.975,0.97,0.98,0.922,0.912,0.933,39.75,35.54,44.53,38.77,34.47,43.64,0,0,0,0,0,0,0.215,0,0.051,0.33,0.67,0.33,42
729122400000,1993,2,1992,5,19,7,0.189,0.0514,0.137,8406.18,56.29,56.29,50.04,2,1,1.4285714285714286,312,284.8,343.3,227,199.8,85,85,85,4.06e-15,0,2.842e-14,0.274,0.248,0.299,227,199.8,258.3,990,990,990,965,964.8,965.1,25,24.9,25.2,0.13,0.12,0.141,0.0155,0.0127,0.0209,0.00062,0.00051,0.00084,0.323,0.249,0.39,0.013,0.01,0.016,24.71,24.6,24.82,0.944,0.924,0.959,0.976,0.97,0.98,0.922,0.897,0.94,40.06,26.28,52.11,38.56,25.49,48.2,0,0,0,0,0,0,0.278,0,0.052,0.27,0.72,0.28,44.5
729727200000,1993,2,1992,5,20,7,0.241,0.0514,0.19,11474.3,77.77,77.77,68.3,2,2,2,398.9,355.6,442,313.9,270.6,85,85,85,0,0,0,0.214,0.192,0.239,313.9,270.6,357,990,990,990,965.4,965.2,965.6,24.6,24.4,24.8,0.161,0.145,0.176,0.0472,0.0267,0.0675,0.0019,0.0011,0.0028,0.362,0.297,0.427,0.015,0.012,0.017,24.25,23.98,24.52,0.942,0.934,0.949,0.971,0.97,0.976,0.915,0.906,0.926,35.16,30.39,39.86,34.15,29.47,38.89,0,0,0,0,0,0,0.379,0,0.051,0.21,0.79,0.21,47.6
730332000000,1993,2,1992,5,21,7,0.306,0.0514,0.255,15159.7,96.4,96.4,90.24,2,2,2,505.8,455.9,557.6,420.8,370.9,85,85,85,1.624e-14,0,5.684e-14,0.169,0.152,0.186,420.8,370.9,472.6,990,990,990,965.9,965.7,966.1,24.1,23.9,24.3,0.199,0.181,0.218,0.0976,0.0741,0.122,0.0041,0.003,0.0051,0.523,0.448,0.602,0.022,0.018,0.025,23.6,23.29,23.9,0.955,0.951,0.958,0.98,0.979,0.98,0.936,0.931,0.939,46.5,41.35,51.62,45.12,40.48,48.2,0,0,0,0,0,0,0.501,0,0.051,0.17,0.83,0.17,49.5
730936800000,1993,3,1992,6,22,7,0.372,0.0647,0.307,17647.5,114,114,105,3,2,2.7142857142857144,615,573.2,656.4,508,466.2,107,107,107,1.624e-14,0,5.684e-14,0.175,0.163,0.187,508,466.2,549.4,990,990,990,966.4,966.2,966.5,23.6,23.5,23.8,0.244,0.22,0.267,0.142,0.119,0.168,0.006,0.005,0.0072,0.587,0.532,0.625,0.025,0.022,0.027,23.06,22.85,23.22,0.951,0.946,0.957,0.974,0.97,0.98,0.926,0.917,0.938,41.28,35.34,51.93,39.61,34.28,48.2,0,0,0,0,0,0,0.584,0,0.065,0.17,0.83,0.17,47.4
