date,waterYear,waterMonth,waterWeek,day,flowRiver,flowRiverPercentile,ewrFlowBandNumber,ewrFlowBand,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,energy
1993-01-01,1992,4,14,1,167.84,0.91,5,Dry,29,5,4,2,33,73,0.43,94.84,0.56,94.84,0,0,0,0,-2,2,29,5,4,0,35,133,990,964.5,25.5,0.0824,0.00381,0.000149,0.0862,0.00338,1,0.0705,0.157,0.00614,25.4,0.917,0.967,0.886,21.6,20.9,20.9,502
1993-01-02,1992,4,14,2,170.3,0.91,5,Dry,29,5,4,2,33,73,0.43,97.3,0.57,97.3,0,0,0,0,-2,2,29,5,4,0,35,135,990,964.5,25.5,0.0833,0.00402,0.000157,0.0873,0.00342,1,0.0739,0.161,0.00631,25.4,0.914,0.968,0.884,22.1,21.4,21.4,514
1993-01-03,1992,4,14,3,173.31,0.9,5,Dry,29,5,4,2,33,73,0.42,100.3,0.58,100.3,0,0,0,0,-2,2,29,5,4,0,35,138,990,964.5,25.5,0.0843,0.00428,0.000167,0.0886,0.00347,1,0.0779,0.167,0.00652,25.4,0.911,0.969,0.882,22.7,22,22,529
1993-01-04,1992,4,14,4,178.5,0.89,5,Dry,29,5,4,2,33,73,0.41,105.5,0.59,105.5,0,0,0,0,-2,2,29,5,4,0,35,144,990,964.4,25.6,0.0862,0.00472,0.000185,0.0909,0.00356,1,0.0849,0.176,0.00688,25.4,0.914,0.97,0.887,24,23.3,23.3,559
1993-01-05,1992,4,14,5,183.15,0.88,5,Dry,29,5,4,2,33,73,0.4,110.2,0.6,110.2,0,0,0,0,-2,2,29,5,4,0,35,148,990,964.4,25.6,0.0878,0.00511,0.0002,0.0929,0.00363,1,0.0912,0.184,0.0072,25.4,0.918,0.97,0.89,25.2,24.4,24.4,586
1993-01-06,1992,4,14,6,187.8,0.87,5,Dry,29,5,4,2,33,73,0.39,114.8,0.61,114.8,0,0,0,0,-2,2,29,5,4,0,35,153,990,964.4,25.6,0.0895,0.00551,0.000215,0.095,0.00371,1,0.0975,0.192,0.00752,25.4,0.921,0.97,0.893,26.3,25.5,25.5,613
1993-01-07,1992,4,15,7,189.17,0.86,5,Dry,29,5,4,2,33,73,0.39,116.2,0.61,116.2,0,0,0,0,-2,2,29,5,4,0,35,154,990,964.4,25.6,0.0899,0.00562,0.00022,0.0956,0.00374,1,0.0993,0.195,0.00762,25.4,0.922,0.97,0.894,26.7,25.9,25.9,621
1993-01-08,1992,4,15,8,189.99,0.86,5,Dry,29,5,4,2,33,73,0.38,117,0.62,117,0,0,0,0,-2,2,29,5,4,0,35,155,990,964.4,25.6,0.0902,0.00569,0.000223,0.0959,0.00375,1,0.1,0.196,0.00768,25.4,0.923,0.97,0.895,26.9,26.1,26.1,626
1993-01-09,1992,4,15,9,194.09,0.84,5,Dry,29,5,4,2,33,73,0.38,121.1,0.62,121.1,0,0,0,0,-2,2,29,5,4,0,35,159,990,964.4,25.6,0.0917,0.00604,0.000236,0.0977,0.00382,1,0.106,0.204,0.00796,25.4,0.926,0.97,0.898,27.9,27.1,27.1,650
1993-01-10,1992,4,15,10,198.19,0.83,5,Dry,29,5,4,2,33,73,0.37,125.2,0.63,125.2,0,0,0,0,-2,2,29,5,4,0,35,163,990,964.4,25.6,0.0931,0.00639,0.00025,0.0995,0.00389,1,0.112,0.211,0.00824,25.4,0.928,0.97,0.901,28.9,28.1,28.1,674
