date,waterYear,waterMonth,waterWeek,day,flowRiver,flowRiverPercentile,ewrFlowBandNumber,ewrFlowBand,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,energy
1993-01-01,1992,4,14,1,188.49,0.85,5,Dry,29,5,4,2,33,73,0.39,115.5,0.61,115.5,0,0,0,0,-2,2,29,5,4,0,35,153,990,964.4,25.6,0.0897,0.00557,0.000218,0.0953,0.00372,1,0.0984,0.194,0.00757,25.4,0.922,0.97,0.894,26.5,25.7,25.7,617
1993-01-02,1992,4,14,2,192.04,0.84,5,Dry,29,5,4,2,33,73,0.38,119,0.62,119,0,0,0,0,-2,2,29,5,4,0,35,157,990,964.4,25.6,0.091,0.00587,0.000229,0.0968,0.00378,1,0.103,0.2,0.00782,25.4,0.924,0.97,0.896,27.4,26.6,26.6,638
1993-01-03,1992,4,14,3,195.6,0.83,5,Dry,29,5,4,2,33,73,0.37,122.6,0.63,122.6,0,0,0,0,-2,2,29,5,4,0,35,161,990,964.4,25.6,0.0922,0.00617,0.000241,0.0984,0.00384,1,0.108,0.206,0.00807,25.4,0.927,0.97,0.899,28.3,27.4,27.4,658
1993-01-04,1992,4,14,4,201.34,0.81,5,Dry,29,5,4,2,33,73,0.36,128.3,0.64,128.3,0,0,0,0,-2,2,29,5,4,0,35,166,990,964.4,25.6,0.0942,0.00666,0.00026,0.101,0.00394,1,0.116,0.217,0.00847,25.4,0.93,0.97,0.902,29.7,28.8,28.8,691
1993-01-05,1992,4,14,5,207.08,0.8,5,Dry,29,5,4,2,33,73,0.35,134.1,0.65,134.1,0,0,0,0,-2,2,29,5,4,0,35,172,990,964.4,25.6,0.0963,0.00715,0.00028,0.103,0.00405,1,0.124,0.227,0.00888,25.3,0.932,0.97,0.904,31,30.1,30.1,723
1993-01-06,1992,4,14,6,212.83,0.78,5,Dry,29,5,4,2,33,73,0.34,139.8,0.66,139.8,0,0,0,0,-2,2,29,5,4,0,35,178,990,964.5,25.5,0.0983,0.00764,0.000299,0.106,0.00415,1,0.131,0.237,0.00929,25.3,0.934,0.97,0.906,32.4,31.4,31.4,754
1993-01-07,1992,4,15,7,216.93,0.76,5,Dry,29,5,4,2,33,73,0.34,143.9,0.66,143.9,0,0,0,0,-2,2,29,5,4,0,35,182,990,964.5,25.5,0.0997,0.00798,0.000313,0.108,0.00422,1,0.137,0.245,0.00959,25.3,0.936,0.97,0.908,33.4,32.4,32.4,777
1993-01-08,1992,4,15,8,219.39,0.76,5,Dry,29,5,4,2,33,73,0.33,146.4,0.67,146.4,0,0,0,0,-2,2,29,5,4,0,35,184,990,964.5,25.5,0.101,0.00819,0.000322,0.109,0.00427,1,0.14,0.249,0.00977,25.2,0.937,0.97,0.909,34,32.9,32.9,790
1993-01-09,1992,4,15,9,225.68,0.74,5,Dry,29,5,4,2,33,73,0.32,152.7,0.68,152.7,0,0,0,0,-2,2,29,5,4,0,35,191,990,964.6,25.4,0.103,0.00873,0.000343,0.112,0.00438,1,0.149,0.26,0.0102,25.2,0.94,0.97,0.911,35.4,34.4,34.4,825
1993-01-10,1992,4,15,10,231.42,0.72,5,Dry,29,5,4,2,33,73,0.32,158.4,0.69,158.4,0,0,0,0,-2,2,29,5,4,0,35,196,990,964.6,25.4,0.105,0.00922,0.000363,0.114,0.00449,1,0.156,0.27,0.0106,25.1,0.941,0.97,0.913,36.8,35.7,35.7,856
