date,waterYear,waterMonth,waterWeek,day,flowRiver,flowRiverPercentile,ewrFlowBandNumber,ewrFlowBand,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,energy
1993-01-01,1992,4,14,1,144.88,0.92,5,Dry,29,5,4,2,33,73,0.5,71.88,0.5,71.88,0,0,0,0,-2,2,29,5,4,0,35,110,990,964.5,25.5,0.0743,0.00186,0.0000729,0.0762,0.00299,1,0.0395,0.116,0.00454,25.4,0.923,0.96,0.886,16.5,15.9,15.9,381
1993-01-02,1992,4,14,2,147.89,0.92,5,Dry,29,5,4,2,33,73,0.49,74.89,0.51,74.89,0,0,0,0,-2,2,29,5,4,0,35,113,990,964.5,25.5,0.0754,0.00212,0.000083,0.0775,0.00304,1,0.0436,0.121,0.00475,25.4,0.94,0.96,0.902,17.5,16.8,16.8,403
1993-01-03,1992,4,14,3,150.35,0.91,5,Dry,29,5,4,2,33,73,0.49,77.35,0.51,77.35,0,0,0,0,-2,2,29,5,4,0,35,115,990,964.5,25.5,0.0762,0.00232,0.0000912,0.0786,0.00308,1,0.0469,0.125,0.00492,25.4,0.937,0.96,0.899,18,17.3,17.3,416
1993-01-04,1992,4,14,4,153.9,0.91,5,Dry,29,5,4,2,33,73,0.47,80.9,0.53,80.9,0,0,0,0,-2,2,29,5,4,0,35,119,990,964.5,25.5,0.0775,0.00263,0.000103,0.0801,0.00314,1,0.0517,0.132,0.00517,25.4,0.933,0.96,0.896,18.8,18,18,433
1993-01-05,1992,4,14,5,157.46,0.9,5,Dry,29,5,4,2,33,73,0.46,84.46,0.54,84.46,0,0,0,0,-2,2,29,5,4,0,35,122,990,964.5,25.5,0.0788,0.00293,0.000115,0.0817,0.0032,1,0.0565,0.138,0.00542,25.4,0.929,0.962,0.893,19.5,18.8,18.8,451
1993-01-06,1992,4,14,6,161.01,0.89,5,Dry,29,5,4,2,33,73,0.45,88.01,0.55,88.01,0,0,0,0,-2,2,29,5,4,0,35,126,990,964.5,25.5,0.08,0.00323,0.000127,0.0832,0.00326,1,0.0613,0.145,0.00566,25.4,0.925,0.964,0.891,20.3,19.5,19.5,468
1993-01-07,1992,4,15,7,161.28,0.89,5,Dry,29,5,4,2,33,73,0.45,88.28,0.55,88.28,0,0,0,0,-2,2,29,5,4,0,35,126,990,964.5,25.5,0.0801,0.00325,0.000127,0.0834,0.00327,1,0.0617,0.145,0.00568,25.4,0.924,0.964,0.891,20.3,19.6,19.6,470
1993-01-08,1992,4,15,8,162.11,0.88,5,Dry,29,5,4,2,33,73,0.45,89.11,0.55,89.11,0,0,0,0,-2,2,29,5,4,0,35,127,990,964.5,25.5,0.0804,0.00332,0.00013,0.0837,0.00328,1,0.0628,0.147,0.00574,25.4,0.923,0.964,0.89,20.5,19.7,19.7,474
1993-01-09,1992,4,15,9,164.57,0.88,5,Dry,29,5,4,2,33,73,0.44,91.57,0.56,91.57,0,0,0,0,-2,2,29,5,4,0,35,130,990,964.5,25.5,0.0813,0.00353,0.000138,0.0848,0.00332,1,0.0661,0.151,0.00591,25.4,0.921,0.965,0.888,21,20.2,20.2,486
1993-01-10,1992,4,15,10,167.57,0.87,5,Dry,29,5,4,2,33,73,0.44,94.57,0.56,94.57,0,0,0,0,-2,2,29,5,4,0,35,133,990,964.5,25.5,0.0823,0.00379,0.000148,0.0861,0.00337,1,0.0702,0.156,0.00612,25.4,0.917,0.966,0.886,21.6,20.9,20.9,501
1993-01-11,1992,4,15,11,168.94,0.87,5,Dry,29,5,4,2,33,73,0.43,95.94,0.57,95.94,0,0,0,0,-2,2,29,5,4,0,35,134,990,964.5,25.5,0.0828,0.0039,0.000153,0.0867,0.0034,1,0.072,0.159,0.00622,25.4,0.915,0.967,0.885,21.9,21.1,21.1,507
1993-01-12,1992,4,15,12,169.76,0.86,5,Dry,29,5,4,2,33,73,0.43,96.76,0.57,96.76,0,0,0,0,-2,2,29,5,4,0,35,135,990,964.5,25.5,0.0831,0.00397,0.000156,0.0871,0.00341,1,0.0731,0.16,0.00627,25.4,0.914,0.967,0.885,22,21.3,21.3,511
1993-01-13,1992,4,15,13,171.68,0.86,5,Dry,29,5,4,2,33,73,0.42,98.68,0.57,98.68,0,0,0,0,-2,2,29,5,4,0,35,137,990,964.5,25.5,0.0838,0.00414,0.000162,0.0879,0.00344,1,0.0757,0.164,0.00641,25.4,0.912,0.968,0.883,22.4,21.7,21.7,521
1993-01-14,1992,4,16,14,176.87,0.84,5,Dry,29,5,4,2,33,73,0.41,103.9,0.59,103.9,0,0,0,0,-2,2,29,5,4,0,35,142,990,964.4,25.6,0.0856,0.00458,0.000179,0.0902,0.00353,1,0.0827,0.173,0.00677,25.4,0.913,0.97,0.886,23.6,22.9,22.9,550
1993-01-15,1992,4,16,15,178.24,0.84,5,Dry,29,5,4,2,33,73,0.41,105.2,0.59,105.2,0,0,0,0,-2,2,29,5,4,0,35,143,990,964.4,25.6,0.0861,0.0047,0.000184,0.0908,0.00355,1,0.0846,0.175,0.00686,25.4,0.914,0.97,0.887,24,23.2,23.2,558
1993-01-16,1992,4,16,16,180.15,0.83,5,Dry,29,5,4,2,33,73,0.41,107.2,0.59,107.2,0,0,0,0,-2,2,29,5,4,0,35,145,990,964.4,25.6,0.0868,0.00486,0.00019,0.0916,0.00358,1,0.0872,0.179,0.00699,25.4,0.916,0.97,0.888,24.4,23.7,23.7,569
1993-01-17,1992,4,16,17,182.61,0.82,5,Dry,29,5,4,2,33,73,0.4,109.6,0.6,109.6,0,0,0,0,-2,2,29,5,4,0,35,148,990,964.4,25.6,0.0876,0.00507,0.000198,0.0927,0.00363,1,0.0905,0.183,0.00716,25.4,0.917,0.97,0.89,25,24.3,24.3,583
1993-01-18,1992,4,16,18,183.98,0.82,5,Dry,29,5,4,2,33,73,0.4,111,0.6,111,0,0,0,0,-2,2,29,5,4,0,35,149,990,964.4,25.6,0.0881,0.00518,0.000203,0.0933,0.00365,1,0.0923,0.186,0.00726,25.4,0.918,0.97,0.891,25.4,24.6,24.6,591
1993-01-19,1992,4,16,19,188.08,0.81,5,Dry,29,5,4,2,33,73,0.39,115.1,0.61,115.1,0,0,0,0,-2,2,29,5,4,0,35,153,990,964.4,25.6,0.0896,0.00553,0.000216,0.0951,0.00372,1,0.0979,0.193,0.00754,25.4,0.921,0.97,0.894,26.4,25.6,25.6,614
1993-01-20,1992,4,16,20,195.46,0.78,5,Dry,29,5,4,2,33,73,0.37,122.5,0.63,122.5,0,0,0,0,-2,2,29,5,4,0,35,160,990,964.4,25.6,0.0922,0.00616,0.000241,0.0983,0.00384,1,0.108,0.206,0.00806,25.4,0.927,0.97,0.899,28.2,27.4,27.4,658
1993-01-21,1992,4,17,21,201.75,0.76,5,Dry,29,5,4,2,33,73,0.36,128.8,0.64,128.8,0,0,0,0,-2,2,29,5,4,0,35,167,990,964.4,25.6,0.0944,0.00669,0.000262,0.101,0.00395,1,0.116,0.217,0.0085,25.4,0.93,0.97,0.902,29.8,28.9,28.9,694
1993-01-22,1992,4,17,22,205.86,0.75,5,Dry,29,5,4,2,33,73,0.35,132.9,0.65,132.9,0,0,0,0,-2,2,29,5,4,0,35,171,990,964.4,25.6,0.0958,0.00704,0.000275,0.103,0.00402,1,0.122,0.225,0.00879,25.3,0.932,0.97,0.904,30.8,29.8,29.8,716
1993-01-23,1992,4,17,23,212.14,0.72,5,Dry,29,5,4,2,33,73,0.34,139.1,0.66,139.1,0,0,0,0,-2,2,29,5,4,0,35,177,990,964.5,25.5,0.098,0.00758,0.000297,0.106,0.00414,1,0.13,0.236,0.00924,25.3,0.934,0.97,0.906,32.2,31.3,31.3,751
1993-01-24,1992,4,17,24,220.07,0.69,5,Dry,29,5,4,2,33,73,0.33,147.1,0.67,147.1,0,0,0,0,-2,2,29,5,4,0,35,185,990,964.5,25.5,0.101,0.00825,0.000324,0.109,0.00428,1,0.141,0.25,0.00982,25.2,0.938,0.97,0.909,34.1,33.1,33.1,794
1993-01-25,1992,4,17,25,228.55,0.67,5,Dry,29,5,4,2,33,73,0.32,155.6,0.68,155.6,0,0,0,0,-2,2,29,5,4,0,35,194,990,964.6,25.4,0.104,0.00897,0.000353,0.113,0.00444,1,0.152,0.265,0.0104,25.2,0.941,0.97,0.912,36.1,35,35,840
1993-01-26,1992,4,17,26,236.48,0.65,5,Dry,29,5,4,2,33,73,0.31,163.5,0.69,163.5,0,0,0,0,-2,2,29,5,4,0,35,201,990,964.6,25.4,0.107,0.00965,0.00038,0.116,0.00458,1,0.163,0.279,0.011,25.1,0.943,0.972,0.916,38,36.9,36.9,885
1993-01-27,1992,4,17,27,243.32,0.63,5,Dry,29,5,4,2,33,73,0.3,170.3,0.7,170.3,0,0,0,0,-2,2,29,5,4,0,35,208,990,964.7,25.3,0.109,0.0102,0.000404,0.119,0.00471,1,0.172,0.292,0.0115,25,0.945,0.975,0.922,39.6,38.6,38.6,926
1993-01-28,1992,4,18,28,250.7,0.62,5,Dry,29,5,4,2,33,73,0.29,177.7,0.71,177.7,0,0,0,0,-2,2,29,5,4,0,35,216,990,964.7,25.3,0.112,0.0109,0.000429,0.123,0.00484,1,0.182,0.305,0.0121,25,0.948,0.979,0.928,41.3,40.4,40.4,970
1993-01-29,1992,4,18,29,257.53,0.6,5,Dry,29,5,4,2,33,73,0.28,184.5,0.72,184.5,0,0,0,0,-2,2,29,5,4,0,35,223,990,964.7,25.3,0.114,0.0114,0.000453,0.126,0.00497,1,0.192,0.317,0.0125,25,0.95,0.98,0.931,42.9,42,42,1010
1993-01-30,1992,4,18,30,264.37,0.59,5,Dry,29,5,4,2,33,73,0.28,191.4,0.72,191.4,0,0,0,0,-2,2,29,5,4,0,35,229,990,964.8,25.2,0.116,0.012,0.000476,0.128,0.00509,1,0.201,0.329,0.013,24.9,0.952,0.98,0.933,44.5,43.6,43.6,1050
1993-01-31,1992,4,18,31,271.21,0.58,5,Dry,29,5,4,2,33,73,0.27,198.2,0.73,198.2,0,0,0,0,-2,2,29,5,4,0,35,236,990,964.8,25.2,0.119,0.0126,0.0005,0.131,0.00521,1,0.21,0.342,0.0135,24.9,0.954,0.98,0.935,46.1,45.2,45.2,1090
1993-02-01,1992,5,18,32,279.14,0.57,5,Dry,31,6,4,3,41,85,0.3,194.1,0.69,194.1,0,0,0,0,-3,3,31,6,4,0,44,235,990,964.8,25.2,0.119,0.0123,0.000487,0.131,0.00519,1,0.205,0.335,0.0133,24.8,0.953,0.98,0.934,45.1,44.2,44.2,1060
1993-02-02,1992,5,18,33,287.07,0.56,5,Dry,31,6,4,3,41,85,0.3,202.1,0.7,202.1,0,0,0,0,-3,3,31,6,4,0,44,243,990,964.8,25.2,0.121,0.0129,0.000514,0.134,0.00534,1,0.215,0.35,0.0139,24.8,0.955,0.98,0.936,46.9,46,46,1100
1993-02-03,1992,5,18,34,296.64,0.54,5,Dry,31,6,4,3,41,85,0.29,211.6,0.71,211.6,0,0,0,0,-3,3,31,6,4,0,44,253,990,964.9,25.1,0.125,0.0137,0.000547,0.138,0.00551,1,0.228,0.367,0.0146,24.7,0.957,0.98,0.938,49.1,48.2,48.2,1160
1993-02-04,1992,5,19,35,305.66,0.53,5,Dry,31,6,4,3,41,85,0.28,220.7,0.72,220.7,0,0,0,0,-3,3,31,6,4,0,44,262,990,964.9,25.1,0.128,0.0145,0.000579,0.142,0.00568,1,0.24,0.383,0.0153,24.7,0.958,0.98,0.939,51.2,48.2,48.2,1160
1993-02-05,1992,5,19,36,316.32,0.52,5,Dry,31,6,4,3,41,85,0.27,231.3,0.73,231.3,0,0,0,0,-3,3,31,6,4,0,44,272,990,965,25,0.132,0.0154,0.000616,0.147,0.00588,2,0.0986,0.246,0.00982,24.8,0.923,0.97,0.896,25.9,25.2,50.3,1210
1993-02-06,1992,5,19,37,329.18,0.51,5,Dry,31,6,4,3,41,85,0.26,244.2,0.74,244.2,0,0,0,0,-3,3,31,6,4,0,44,285,990,965,25,0.136,0.0165,0.000661,0.153,0.00612,2,0.107,0.26,0.0104,24.7,0.927,0.97,0.9,27.4,26.6,53.2,1280
1993-02-07,1992,5,19,38,342.57,0.49,5,Dry,31,6,4,3,41,85,0.25,257.6,0.75,257.6,0,0,0,0,-3,3,31,6,4,0,44,299,990,965.1,24.9,0.141,0.0206,0.000827,0.161,0.00649,2,0.116,0.278,0.0112,24.6,0.931,0.97,0.903,28.9,28.1,56.1,1350
1993-02-08,1992,5,19,39,357.61,0.47,5,Dry,31,6,4,3,41,85,0.24,272.6,0.76,272.6,0,0,0,0,-3,3,31,6,4,0,44,314,990,965.2,24.8,0.146,0.0277,0.00112,0.174,0.00701,2,0.127,0.3,0.0121,24.5,0.934,0.97,0.906,30.6,29.7,59.4,1430
1993-02-09,1992,5,19,40,373.75,0.46,5,Dry,31,6,4,3,41,85,0.23,288.8,0.77,288.8,0,0,0,0,-3,3,31,6,4,0,44,330,990,965.3,24.7,0.152,0.0353,0.00143,0.187,0.00757,2,0.137,0.325,0.0131,24.4,0.938,0.97,0.91,32.4,31.4,62.9,1510
1993-02-10,1992,5,19,41,390.97,0.44,5,Dry,31,6,4,3,41,85,0.22,306,0.78,306,0,0,0,0,-3,3,31,6,4,0,44,347,990,965.4,24.6,0.158,0.0434,0.00176,0.201,0.00817,2,0.149,0.35,0.0142,24.3,0.941,0.97,0.913,34.3,33.3,66.6,1600
1993-02-11,1992,5,20,42,406.56,0.43,5,Dry,31,6,4,3,41,85,0.21,321.6,0.79,321.6,0,0,0,0,-3,3,31,6,4,0,44,363,990,965.4,24.6,0.163,0.0508,0.00207,0.214,0.00872,2,0.16,0.374,0.0152,24.2,0.944,0.97,0.915,36,34.9,69.9,1680
1993-02-12,1992,5,20,43,424.88,0.42,5,Dry,31,6,4,3,41,85,0.2,339.9,0.8,339.9,0,0,0,0,-3,3,31,6,4,0,44,381,990,965.5,24.5,0.17,0.0594,0.00243,0.229,0.00937,2,0.172,0.401,0.0164,24.1,0.947,0.972,0.92,38,36.9,73.9,1770
1993-02-13,1992,5,20,44,446.48,0.4,5,Dry,31,6,4,3,41,85,0.19,361.5,0.81,361.5,0,0,0,0,-3,3,31,6,4,0,44,402,990,965.6,24.4,0.178,0.0696,0.00285,0.247,0.0101,2,0.186,0.434,0.0178,24,0.95,0.977,0.928,40.3,39.4,78.8,1890
1993-02-14,1992,5,20,45,468.63,0.39,5,Dry,31,6,4,3,41,85,0.18,383.6,0.82,383.6,0,0,0,0,-3,3,31,6,4,0,44,425,990,965.7,24.3,0.185,0.0801,0.0033,0.265,0.0109,2,0.201,0.467,0.0192,23.8,0.953,0.98,0.934,42.7,41.9,83.7,2010
1993-02-15,1992,5,20,46,490.78,0.37,5,Dry,31,6,4,3,41,85,0.17,405.8,0.83,405.8,0,0,0,0,-3,3,31,6,4,0,44,447,990,965.8,24.2,0.193,0.0905,0.00374,0.284,0.0117,2,0.216,0.5,0.0207,23.7,0.955,0.98,0.936,45,44.1,88.3,2120
1993-02-16,1992,5,20,47,514.57,0.36,5,Dry,31,6,4,3,41,85,0.17,429.6,0.83,429.6,0,0,0,0,-3,3,31,6,4,0,44,471,990,965.9,24.1,0.202,0.102,0.00423,0.303,0.0126,2,0.232,0.536,0.0222,23.5,0.957,0.98,0.938,47.5,46.5,93,2230
1993-02-17,1992,5,20,48,539.45,0.35,5,Dry,31,6,4,3,41,85,0.16,454.4,0.84,454.4,0,0,0,0,-3,3,31,6,4,0,44,495,990,966,24,0.21,0.114,0.00473,0.324,0.0135,2,0.249,0.573,0.0239,23.4,0.958,0.98,0.939,49.9,48.2,96.4,2310
1993-02-18,1992,5,21,49,564.88,0.33,5,Dry,31,6,4,3,41,85,0.15,479.9,0.85,479.9,0,0,0,0,-3,3,31,6,4,0,44,521,990,966.1,23.9,0.223,0.126,0.00526,0.348,0.0146,2,0.266,0.614,0.0258,23.2,0.956,0.98,0.937,52.3,48.2,96.4,2310
1993-02-19,1992,5,21,50,590.31,0.32,5,Dry,31,6,4,3,41,85,0.14,505.3,0.86,505.3,0,0,0,0,-3,3,31,6,4,0,44,546,990,966.3,23.7,0.237,0.139,0.00584,0.376,0.0158,3,0.17,0.545,0.023,23.2,0.947,0.97,0.918,36.3,35.2,106,2530
1993-02-20,1992,5,21,51,614.64,0.3,5,Dry,31,6,4,3,41,85,0.14,529.6,0.86,529.6,0,0,0,0,-3,3,31,6,4,0,44,571,990,966.4,23.6,0.251,0.155,0.00655,0.406,0.0172,3,0.181,0.586,0.0248,23.1,0.949,0.971,0.922,37.9,36.8,110,2650
1993-02-21,1992,5,21,52,637.34,0.29,5,Dry,31,6,4,3,41,85,0.13,552.3,0.87,552.3,0,0,0,0,-3,3,31,6,4,0,44,593,990,966.4,23.6,0.264,0.17,0.00722,0.434,0.0184,3,0.191,0.625,0.0265,22.9,0.951,0.975,0.927,39.4,38.4,115,2760
1993-02-22,1992,5,21,53,659.49,0.28,5,Dry,31,6,4,3,41,85,0.13,574.5,0.87,574.5,0,0,0,0,-3,3,31,6,4,0,44,615,990,966.5,23.5,0.276,0.185,0.00787,0.461,0.0197,3,0.201,0.662,0.0282,22.8,0.953,0.978,0.931,40.8,39.9,120,2870
1993-02-23,1992,5,21,54,683.82,0.27,5,Dry,31,6,4,3,41,85,0.12,598.8,0.88,598.8,0,0,0,0,-3,3,31,6,4,0,44,640,990,966.6,23.4,0.29,0.201,0.0086,0.491,0.021,3,0.212,0.703,0.0301,22.7,0.954,0.98,0.935,42.3,41.5,124,2990
1993-02-24,1992,5,21,55,708.16,0.26,5,Dry,31,6,4,3,41,85,0.12,623.2,0.88,623.2,0,0,0,0,-3,3,31,6,4,0,44,664,990,966.7,23.3,0.304,0.217,0.00934,0.521,0.0224,3,0.223,0.744,0.032,22.5,0.955,0.98,0.936,43.8,43,129,3090
1993-02-25,1992,5,22,56,731.4,0.26,5,Dry,31,6,4,3,41,85,0.12,646.4,0.88,646.4,0,0,0,0,-3,3,31,6,4,0,44,687,990,966.8,23.2,0.317,0.233,0.01,0.55,0.0237,3,0.233,0.783,0.0338,22.4,0.956,0.98,0.937,45.2,44.3,133,3190
1993-02-26,1992,5,22,57,756.28,0.25,5,Dry,31,6,4,3,41,85,0.11,671.3,0.89,671.3,0,0,0,0,-3,3,31,6,4,0,44,712,990,966.9,23.1,0.331,0.249,0.0108,0.581,0.0252,3,0.245,0.825,0.0358,22.2,0.957,0.98,0.938,46.7,45.8,137,3300
