date,waterYear,waterMonth,waterWeek,day,flowRiver,flowRiverPercentile,ewrFlowBandNumber,ewrFlowBand,eFlowChannelA,eFlowChannelC,eFlowChannelD,eFlowChannelE,eFlowChannelFG,eFlowTotal,eFlowProportion,availableGenerationFlow,availableGenerationFlowProportion,canalFlow,spillFlowTotal,spillFlowChannelA,spillFlowChannelC,spillFlowChannelD,spillFlowChannelE,spillFlowChannelFG,channelFlowA,channelFlowC,channelFlowD,channelFlowE,channelFlowFG,leftChannelFlow,headPondLevel,tailwaterLevel,grossHead,leftChannelHeadloss,canalHeadloss,canalHeadlossProportion,upstreamHeadloss,upstreamHeadlossProportion,units,headlossTurbine,totalHeadloss,headlossProportion,netHead,unitEfficiency,generatorEfficiency,totalEfficiency,unitPower,generatorPower,plantPower,energy
1993-01-01,1992,4,14,1,196.64,0.89,5,Dry,29,5,4,2,33,73,0.37,123.6,0.63,123.6,0,0,0,0,-2,2,29,5,4,0,35,162,990,964.4,25.6,0.0926,0.00626,0.000245,0.0988,0.00386,1,0.109,0.208,0.00814,25.4,0.927,0.97,0.9,28.5,27.7,27.7,665
1993-01-02,1992,4,14,2,200.2,0.88,5,Dry,29,5,4,2,33,73,0.36,127.2,0.64,127.2,0,0,0,0,-2,2,29,5,4,0,35,165,990,964.4,25.6,0.0938,0.00656,0.000256,0.1,0.00392,1,0.114,0.215,0.00838,25.4,0.929,0.97,0.901,29.4,28.5,28.5,685
1993-01-03,1992,4,14,3,203.75,0.87,5,Dry,29,5,4,2,33,73,0.36,130.8,0.64,130.8,0,0,0,0,-2,2,29,5,4,0,35,169,990,964.4,25.6,0.0951,0.00686,0.000268,0.102,0.00399,1,0.119,0.221,0.00864,25.4,0.931,0.97,0.903,30.3,29.4,29.4,705
1993-01-04,1992,4,14,4,208.4,0.85,5,Dry,29,5,4,2,33,73,0.35,135.4,0.65,135.4,0,0,0,0,-2,2,29,5,4,0,35,173,990,964.5,25.5,0.0967,0.00726,0.000284,0.104,0.00407,1,0.125,0.229,0.00897,25.3,0.933,0.97,0.905,31.4,30.4,30.4,730
1993-01-05,1992,4,14,5,214.69,0.83,5,Dry,29,5,4,2,33,73,0.34,141.7,0.66,141.7,0,0,0,0,-2,2,29,5,4,0,35,180,990,964.5,25.5,0.0989,0.00779,0.000305,0.107,0.00418,1,0.134,0.241,0.00943,25.3,0.935,0.97,0.907,32.8,31.9,31.9,765
1993-01-06,1992,4,14,6,220.43,0.82,5,Dry,29,5,4,2,33,73,0.33,147.4,0.67,147.4,0,0,0,0,-2,2,29,5,4,0,35,185,990,964.5,25.5,0.101,0.00828,0.000325,0.109,0.00429,1,0.142,0.251,0.00984,25.2,0.938,0.97,0.91,34.2,33.2,33.2,796
1993-01-07,1992,4,15,7,222.89,0.81,5,Dry,29,5,4,2,33,73,0.33,149.9,0.67,149.9,0,0,0,0,-2,2,29,5,4,0,35,188,990,964.5,25.5,0.102,0.00849,0.000333,0.11,0.00433,1,0.145,0.255,0.01,25.2,0.939,0.97,0.911,34.8,33.7,33.7,810
1993-01-08,1992,4,15,8,225.9,0.81,5,Dry,29,5,4,2,33,73,0.32,152.9,0.68,152.9,0,0,0,0,-2,2,29,5,4,0,35,191,990,964.6,25.4,0.103,0.00875,0.000344,0.112,0.00439,1,0.149,0.261,0.0102,25.2,0.94,0.97,0.911,35.5,34.4,34.4,826
1993-01-09,1992,4,15,9,231.64,0.79,5,Dry,29,5,4,2,33,73,0.32,158.6,0.69,158.6,0,0,0,0,-2,2,29,5,4,0,35,197,990,964.6,25.4,0.105,0.00923,0.000363,0.114,0.00449,1,0.157,0.271,0.0107,25.1,0.942,0.97,0.913,36.8,35.7,35.7,857
1993-01-10,1992,4,15,10,236.29,0.77,5,Dry,29,5,4,2,33,73,0.31,163.3,0.69,163.3,0,0,0,0,-2,2,29,5,4,0,35,201,990,964.6,25.4,0.107,0.00963,0.000379,0.116,0.00458,1,0.163,0.279,0.011,25.1,0.943,0.972,0.916,37.9,36.8,36.8,884
1993-01-11,1992,4,15,11,241.49,0.76,5,Dry,29,5,4,2,33,73,0.3,168.5,0.7,168.5,0,0,0,0,-2,2,29,5,4,0,35,206,990,964.6,25.4,0.108,0.0101,0.000397,0.118,0.00467,1,0.17,0.288,0.0114,25.1,0.945,0.974,0.92,39.1,38.1,38.1,915
1993-01-12,1992,4,15,12,245.04,0.75,5,Dry,29,5,4,2,33,73,0.3,172,0.7,172,0,0,0,0,-2,2,29,5,4,0,35,210,990,964.7,25.3,0.11,0.0104,0.00041,0.12,0.00474,1,0.175,0.295,0.0116,25,0.946,0.976,0.923,40,39,39,936
1993-01-13,1992,4,15,13,249.69,0.74,5,Dry,29,5,4,2,33,73,0.29,176.7,0.71,176.7,0,0,0,0,-2,2,29,5,4,0,35,215,990,964.7,25.3,0.111,0.0108,0.000426,0.122,0.00482,1,0.181,0.303,0.012,25,0.947,0.978,0.927,41,40.1,40.1,963
1993-01-14,1992,4,16,14,256.53,0.72,5,Dry,29,5,4,2,33,73,0.28,183.5,0.71,183.5,0,0,0,0,-2,2,29,5,4,0,35,222,990,964.7,25.3,0.114,0.0114,0.000449,0.125,0.00495,1,0.19,0.315,0.0125,25,0.95,0.98,0.931,42.7,41.8,41.8,1000
1993-01-15,1992,4,16,15,261.72,0.71,5,Dry,29,5,4,2,33,73,0.28,188.7,0.72,188.7,0,0,0,0,-2,2,29,5,4,0,35,227,990,964.7,25.3,0.116,0.0118,0.000467,0.127,0.00504,1,0.197,0.325,0.0129,24.9,0.951,0.98,0.932,43.9,43,43,1030
1993-01-16,1992,4,16,16,266.92,0.7,5,Dry,29,5,4,2,33,73,0.27,193.9,0.73,193.9,0,0,0,0,-2,2,29,5,4,0,35,232,990,964.8,25.2,0.117,0.0122,0.000485,0.13,0.00514,1,0.204,0.334,0.0132,24.9,0.953,0.98,0.934,45.1,44.2,44.2,1060
1993-01-17,1992,4,16,17,272.66,0.69,5,Dry,29,5,4,2,33,73,0.27,199.7,0.73,199.7,0,0,0,0,-2,2,29,5,4,0,35,238,990,964.8,25.2,0.119,0.0127,0.000505,0.132,0.00524,1,0.212,0.344,0.0137,24.9,0.955,0.98,0.935,46.5,45.5,45.5,1090
