date,waterYear,waterMonth,energy
1993-01-01,1992,4,451.3875938450721
1993-01-02,1992,4,463.62546056855444
1993-01-03,1992,4,475.79833039023947
1993-01-04,1992,4,493.24780004572574
1993-01-05,1992,4,513.2242252483563
1993-01-06,1992,4,534.5442561352413
1993-01-07,1992,4,545.7796506140193
1993-01-08,1992,4,547.3243666607436
1993-01-09,1992,4,567.7492229594676
1993-01-10,1992,4,581.9255077378173
1993-01-11,1992,4,599.3408129928704
1993-01-12,1992,4,607.2346357280472
1993-01-13,1992,4,621.6112120306773
1993-01-14,1992,4,648.7578349459686
1993-01-15,1992,4,663.2242100218795
1993-01-16,1992,4,671.302931951951
1993-01-17,1992,4,685.2722808968991
1993-01-18,1992,4,692.7754410410229
1993-01-19,1992,4,721.2837109451139
1993-01-20,1992,4,764.7940773759894
1993-01-21,1992,4,796.4526468657671
1993-01-22,1992,4,818.9303248216147
1993-01-23,1992,4,853.1025845101601
1993-01-24,1992,4,898.7530023623762
1993-01-25,1992,4,945.7944219557673
1993-01-26,1992,4,986.6978563640042
1993-01-27,1992,4,1027.8540405847425
1993-01-28,1992,4,1062.8447429369967
1993-01-29,1992,4,1097.832612674609
1993-01-30,1992,4,1123.106220430644
1993-01-31,1992,4,1156.8000000000002
1993-02-01,1992,5,1127.0193148726132
1993-02-02,1992,5,1156.8000000000002
1993-02-03,1992,5,1156.8000000000002
1993-02-04,1992,5,1201.539638798236
1993-02-05,1992,5,1249.6859463939204
1993-02-06,1992,5,1303.8627261964182
1993-02-07,1992,5,1364.9896733936605
1993-02-08,1992,5,1431.6957801225662
1993-02-09,1992,5,1501.0921247462793
1993-02-10,1992,5,1570.415420144384
1993-02-11,1992,5,1632.7887962116984
1993-02-12,1992,5,1709.186444779748
1993-02-13,1992,5,1798.9901143933948
1993-02-14,1992,5,1899.476467674288
1993-02-15,1992,5,2002.639272315951
1993-02-16,1992,5,2101.9189293957343
1993-02-17,1992,5,2198.0586845349053
1993-02-18,1992,5,2301.1953374547743
1993-02-19,1992,5,2313.6000000000004
1993-02-20,1992,5,2446.670458669165
1993-02-21,1992,5,2536.8199714619304
1993-02-22,1992,5,2629.0558490664926
1993-02-23,1992,5,2741.382894856332
1993-02-24,1992,5,2850.4628780325265
1993-02-25,1992,5,2958.5575554375455
1993-02-26,1992,5,3055.7372105389086
1993-02-27,1992,5,3157.9877296111326
1993-02-28,1992,5,3256.5708949274567
1993-03-01,1992,6,3238.710790165295
1993-03-02,1992,6,3279.6043909252976
1993-03-03,1992,6,3329.920732979567
1993-03-04,1992,6,3400.1887779808153
1993-03-05,1992,6,3462.817625275462
1993-03-06,1992,6,3470.4000000000005
1993-03-07,1992,6,3470.4000000000005
1993-03-08,1992,6,3470.4000000000005
1993-03-09,1992,6,3685.812929165909
1993-03-10,1992,6,3750.662318241616
1993-03-11,1992,6,3705.715747710132
1993-03-12,1992,6,3772.477677748458
1993-03-13,1992,6,3839.075334068059
1993-03-14,1992,6,3906.4399531404124
1993-03-15,1992,6,3989.1751835853984
1993-03-16,1992,6,4090.6075817389356
1993-03-17,1992,6,4211.891664311156
1993-03-18,1992,6,4314.242491127388
1993-03-19,1992,6,4416.748026722886
1993-03-20,1992,6,4527.655467384725
1993-03-21,1992,6,4627.200000000001
1993-03-22,1992,6,4627.200000000001
1993-03-23,1992,6,4627.200000000001
1993-03-24,1992,6,4627.200000000001
1993-03-25,1992,6,4609.8862921295695
1993-03-26,1992,6,4584.3778817947805
1993-03-27,1992,6,4559.097132946211
1993-03-28,1992,6,4533.587997269067
1993-03-29,1992,6,4512.931278590307
1993-03-30,1992,6,4499.614122687701
1993-03-31,1992,6,4486.23174214374
1993-04-01,1992,7,4470.902301689607
1993-04-02,1992,7,4457.716125612834
1993-04-03,1992,7,4449.774172475923
1993-04-04,1992,7,4436.492641033685
1993-04-05,1992,7,4423.155632338439
1993-04-06,1992,7,4409.763169238257
1993-04-07,1992,7,4396.315274679346
1993-04-08,1992,7,4382.811971705864
1993-04-09,1992,7,4363.827053513408
1993-04-10,1992,7,4344.731351492228
1993-04-11,1992,7,4324.791971584112
1993-04-12,1992,7,4299.291755086221
1993-04-13,1992,7,4273.97690660916
1993-04-14,1992,7,4248.513129351166
1993-04-15,1992,7,4222.90074633009
