exceedance,energy,riverVolume,capFactor,eFlowProportion,specificEnergy,shutoffDaysProportion
0,1053,73.9,0.668,0.25,45.3,0.118
0.01,1052,68.2,0.667,0.23,45.3,0.069
0.02,1041,66.8,0.66,0.23,44.9,0.047
0.03,1020,60.1,0.646,0.22,44.8,0.0439
0.04,999.4,59.2,0.634,0.21,44.6,0.0438
0.05,994.4,56.6,0.631,0.21,44.6,0.0412
0.06,972.5,55.3,0.617,0.21,44.1,0.0411
0.07,969.1,54.5,0.614,0.201,44,0.0284
0.08,968.9,53.9,0.614,0.2,43.6,0.0274
0.09,961.3,53.6,0.609,0.2,43.4,0.0274
0.1,959.1,51.2,0.608,0.2,43.2,0.0249
0.11,953.9,50.8,0.605,0.2,43.2,0.0222
0.12,948.9,50.8,0.601,0.191,42.8,0.0195
0.13,946.4,50.2,0.6,0.19,42.2,0.0192
0.14,942.8,49.4,0.598,0.19,41.4,0.0168
0.15,940.7,48.5,0.596,0.19,41.2,0.0164
0.16,939.7,48.1,0.596,0.19,39.9,0.0164
0.17,932.9,47.5,0.592,0.19,39.5,0.0142
0.18,929.9,47.3,0.589,0.19,39.5,0.0115
0.19,926.8,47,0.587,0.19,39.3,0.011
0.2,926.1,46.5,0.587,0.182,39,0.011
0.21,923.4,44.3,0.585,0.18,38,0.00879
0.22,922.1,43.7,0.585,0.18,37.6,0.00608
0.23,920.1,43.1,0.583,0.18,37.3,0.00337
0.24,917.1,42.8,0.581,0.18,35.6,0.000658
0.25,915.3,42.6,0.58,0.18,34.9,0
0.26,913.7,42.4,0.579,0.18,33.8,0
0.27,909.2,42.3,0.577,0.173,33.3,0
0.28,907.6,42.1,0.576,0.17,33,0
0.29,906.2,41.7,0.575,0.163,32.5,0
0.3,903.9,41.4,0.573,0.16,32.3,0
0.31,898.9,41,0.57,0.16,31.7,0
0.32,896.8,39.9,0.569,0.16,30.9,0
0.33,896.5,39.2,0.569,0.16,30.2,0
0.34,893.8,38.9,0.567,0.16,29.8,0
0.35,890.4,38.7,0.565,0.16,29.7,0
0.36,887.4,38.6,0.563,0.16,29.6,0
0.37,885.3,38.5,0.561,0.16,29.5,0
0.38,882.2,38.2,0.56,0.16,29.2,0
0.39,879.8,37.1,0.558,0.16,29,0
0.4,879,36.5,0.557,0.16,28.9,0
0.41,877.9,36.3,0.556,0.16,28.8,0
0.42,876.1,36.1,0.555,0.16,28.4,0
0.43,875,35.7,0.555,0.16,28,0
0.44,874.7,35.5,0.555,0.16,27.8,0
0.45,874.6,35.3,0.555,0.155,27.6,0
0.46,874.4,35.1,0.554,0.15,27.5,0
0.47,873.9,34.8,0.554,0.15,27.4,0
0.48,873,34.4,0.553,0.15,27.1,0
0.49,871.7,34.3,0.552,0.15,26.8,0
0.5,870.5,34.3,0.552,0.15,26.6,0
0.51,869.4,34.2,0.552,0.15,26.4,0
0.52,868.6,34.1,0.551,0.15,26.2,0
0.53,868.3,33.8,0.551,0.15,26,0
0.54,867.6,33.1,0.551,0.15,25.8,0
0.55,866.4,32.4,0.55,0.15,25.5,0
0.56,865.7,32,0.549,0.15,25.4,0
0.57,865.6,31.6,0.549,0.146,25.2,0
0.58,865.3,31.5,0.549,0.14,24.9,0
0.59,865.1,31.3,0.549,0.14,24.7,0
0.6,863.5,30.9,0.548,0.14,24.2,0
0.61,860.5,30.6,0.546,0.14,23.5,0
0.62,857.9,30.4,0.544,0.14,23.3,0
0.63,854.6,30.3,0.542,0.14,23.1,0
0.64,851.9,30.1,0.541,0.14,22.9,0
0.65,849.3,29.8,0.539,0.14,22.7,0
0.66,845.3,29,0.536,0.14,22.6,0
0.67,842.1,27.8,0.534,0.14,22.5,0
0.68,839.6,27.6,0.533,0.14,22.4,0
0.69,838.5,27.3,0.532,0.14,22.3,0
0.7,837.3,27,0.531,0.14,22.1,0
0.71,836.9,26.3,0.531,0.14,22,0
0.72,834.8,25.7,0.529,0.137,22,0
0.73,830.8,25.3,0.527,0.13,21.8,0
0.74,828.6,25.1,0.525,0.13,21.4,0
0.75,826.4,24.8,0.524,0.13,20.9,0
0.76,825.1,24.6,0.523,0.13,20.8,0
0.77,823,24.3,0.522,0.13,20.7,0
0.78,817.3,23.7,0.518,0.13,20.4,0
0.79,816.7,23.1,0.518,0.13,19.7,0
0.8,816.3,22.8,0.518,0.13,19,0
0.81,815.4,22.1,0.517,0.13,18.7,0
0.82,811.1,21.6,0.514,0.128,18.4,0
0.83,796.8,21.1,0.505,0.12,18.2,0
0.84,795.2,20.8,0.505,0.12,18.2,0
0.85,792.6,20.6,0.503,0.12,17.9,0
0.86,791.6,20.1,0.502,0.12,17.6,0
0.87,786.3,19.3,0.499,0.12,17.5,0
0.88,782.5,18.9,0.496,0.12,17.2,0
0.89,781.9,18.7,0.496,0.12,17.1,0
0.9,777.3,18.6,0.493,0.12,17,0
0.91,772.7,18.2,0.49,0.12,16.9,0
0.92,769.6,18,0.488,0.12,16.8,0
0.93,765.9,17.6,0.486,0.119,16.6,0
0.94,737.8,17.1,0.468,0.11,16.2,0
0.95,718.1,16.3,0.455,0.11,16,0
0.96,717.4,16.1,0.455,0.11,15.4,0
0.97,705.3,15.6,0.447,0.11,15.3,0
0.98,658.3,14.8,0.418,0.1,13.7,0
0.99,567.4,13.1,0.36,0.0979,12.7,0
1,514.5,11.7,0.326,0.084,10.6,0
